event.week,event.year,location.point
52,"2,022","34.9503614,33.8595131"
52,"2,022","34.9503616,33.859513"
52,"2,022","34.9503615,33.8595248"
52,"2,022","34.9503614,33.8595131"
51,"2,022","42.858,27.891"
51,"2,022","28.71832,-17.89782"
51,"2,022","39.13381,2.94845"
51,"2,022","37.24063,-6.23742"
51,"2,022","37.2428,-6.23921999999999"
51,"2,022","39.5950715,26.9538428"
51,"2,022","35.0233755,33.2486832"
51,"2,022","28.72334,-17.87555"
51,"2,022","33.0871223,-16.3257863"
51,"2,022","35.0209303,33.2497518"
51,"2,022","46.0665481,23.8486245"
50,"2,022","36.6731884,-4.4584501"
50,"2,022","28.127,-17.257"
50,"2,022","28.126,-17.271"
50,"2,022","36.43947,-6.21192999999999"
50,"2,022","34.9502469,33.8601959"
50,"2,022","34.9502469,33.8601959"
50,"2,022","34.9502396,33.8601862"
49,"2,022","32.7940967,-16.8489483"
49,"2,022","32.7940967,-16.8489483"
49,"2,022","35.0191302,33.1864081"
49,"2,022","35.0191985,33.1860951"
49,"2,022","36.8442934,-4.44107539999999"
49,"2,022","34.9739583,33.1237133"
49,"2,022","34.9736106,33.1248427"
49,"2,022","34.9739736,33.1237356"
49,"2,022","36.8424886,-4.4491429"
49,"2,022","34.9739585,33.1237168"
49,"2,022","35.3634,139.20416"
49,"2,022","35.35988,139.21131"
49,"2,022","37.24019,-6.23686"
49,"2,022","37.2428,-6.23921999999999"
49,"2,022","37.24063,-6.23742"
48,"2,022","28.6083,-17.77763"
48,"2,022","28.60918,-17.77547"
48,"2,022","28.60924,-17.77159"
48,"2,022","39.13381,2.94845"
48,"2,022","39.13492,2.93995999999999"
48,"2,022","39.1423,2.93789"
48,"2,022","32.6525465,-16.8695082"
48,"2,022","34.7226228,32.5521617"
48,"2,022","34.7226228,32.5521617"
48,"2,022","37.2087013,30.4766027"
48,"2,022","34.7226228,32.5521617"
48,"2,022","37.2087013,30.4766027"
48,"2,022","37.2087013,30.4766027"
48,"2,022","37.24019,-6.23686"
48,"2,022","37.24063,-6.23742"
48,"2,022","37.24131,-6.23822"
48,"2,022","42.8582,27.89145"
48,"2,022","37.2428,-6.23921999999999"
48,"2,022","34.9104709,33.3569727"
47,"2,022","28.72334,-17.87555"
47,"2,022","28.72414,-17.87692"
47,"2,022","37.1285699999999,-6.41099"
47,"2,022","37.12662,-6.41106999999999"
47,"2,022","37.12547,-6.41316"
47,"2,022","28.71802,-17.90142"
47,"2,022","37.12776,-6.41106"
47,"2,022","36.8906017,30.622195"
47,"2,022","36.8906017,30.622195"
47,"2,022","28.71832,-17.89782"
47,"2,022","36.99175,-6.46866999999998"
47,"2,022","37.0132899999999,-6.56652"
47,"2,022","37.0005,-6.45496999999999"
47,"2,022","32.7073173,-16.7623665"
47,"2,022","28.114,-17.2519999999999"
47,"2,022","28.127,-17.257"
47,"2,022","37.24063,-6.23742"
47,"2,022","37.24131,-6.23822"
47,"2,022","37.2428,-6.23921999999999"
47,"2,022","34.7836295,33.0640766"
47,"2,022","37.23853,-6.23612"
47,"2,022","35.3598,33.14028"
47,"2,022","32.6927355,-16.7824638"
47,"2,022","36.39987,-6.21452"
47,"2,022","36.4727,-6.20145000000001"
47,"2,022","35.92315,139.64274"
47,"2,022","35.63233,139.56003"
47,"2,022","32.70689,-16.762705"
47,"2,022","32.7008288,-16.7728639"
47,"2,022","32.659233,-16.8269694"
47,"2,022","-15.9725043,-5.70024309999999"
47,"2,022","-15.972551,-5.7003138"
47,"2,022","-15.9716634,-5.70222320000001"
47,"2,022","35.37205,139.24321"
47,"2,022","32.658605,-16.825135"
47,"2,022","-15.9703559,-5.70589569999999"
47,"2,022","-15.9748602000001,-5.69938939999999"
47,"2,022","32.7186293,-16.7600029"
47,"2,022","32.6592384,-16.8269699"
47,"2,022","-15.9698315,-5.70656360000001"
47,"2,022","-15.9741995,-5.69961710000001"
47,"2,022","-15.9724371,-5.70066620000001"
47,"2,022","-15.9720596,-5.7014172"
47,"2,022","-15.9718754,-5.7019596"
46,"2,022","42.8582,27.89145"
46,"2,022","38.71886,-0.789440000000001"
46,"2,022","38.72174,-0.793870000000012"
46,"2,022","38.72032,-0.789100000000006"
46,"2,022","29.01885,-13.73389"
46,"2,022","29.01768,-13.74259"
46,"2,022","28.76177,-17.87668"
46,"2,022","28.76037,-17.869"
46,"2,022","29.0167,-13.73866"
46,"2,022","28.60719,-17.77522"
46,"2,022","28.6063,-17.77731"
46,"2,022","28.60754,-17.77362"
46,"2,022","38.6868046,-0.903617600000009"
46,"2,022","38.6876621,-0.902210100000005"
46,"2,022","35.63253,139.55972"
46,"2,022","32.6457181,-16.8630182"
46,"2,022","35.61574,139.54617"
46,"2,022","39.54,-0.494999999999994"
46,"2,022","35.0016929,33.1466293"
46,"2,022","39.4323301,-8.2082676"
46,"2,022","35.92002,139.64498"
46,"2,022","35.92416,139.6411"
46,"2,022","35.92057,139.64073"
46,"2,022","38.6433344,-9.23904730000001"
46,"2,022","39.432343,-8.20826949999999"
46,"2,022","39.4323292,-8.20826579999999"
46,"2,022","36.46032,-6.11683999999999"
46,"2,022","34.59331,133.06357"
46,"2,022","37.23853,-6.23612"
46,"2,022","39.13513,-3.74251"
46,"2,022","-15.9987124,-5.7520077"
46,"2,022","45.1,7.282"
46,"2,022","37.24063,-6.23742"
46,"2,022","37.24131,-6.23822"
46,"2,022","37.2428,-6.23921999999999"
46,"2,022","37.24435,-6.23965000000001"
45,"2,022","36.43947,-6.21192999999999"
45,"2,022","36.44377,-6.22698000000001"
45,"2,022","36.43951,-6.22941000000001"
45,"2,022","38.567,-9.036"
45,"2,022","38.63452,-0.765691699999998"
45,"2,022","38.6311207,-0.761912900000013"
45,"2,022","38.6307839,-0.760758600000011"
45,"2,022","38.6355436,-0.766600299999988"
45,"2,022","38.6329203,-0.762545999999995"
45,"2,022","38.6327552,-0.762429099999988"
45,"2,022","38.6323386,-0.762224899999999"
45,"2,022","38.631253,-0.762040000000004"
45,"2,022","38.6305946,-0.760593300000001"
45,"2,022","38.6305233,-0.760577299999989"
45,"2,022","38.6314076,-0.759108300000007"
45,"2,022","38.6315902,-0.757631800000008"
45,"2,022","38.6341479,-0.765602700000002"
45,"2,022","39.9163260999999,-5.174767"
45,"2,022","38.6360219,-0.767087799999994"
45,"2,022","28.689,-17.862"
45,"2,022","36.68917,-6.15088"
45,"2,022","28.685,-17.862"
45,"2,022","38.505561,-1.70056880000002"
45,"2,022","38.5054882,-1.7005646"
45,"2,022","37.0172,-6.44198"
45,"2,022","37.01592,-6.44150999999999"
45,"2,022","37.13294,-6.51193999999999"
45,"2,022","37.12547,-6.41316"
45,"2,022","37.01618,-6.44193999999999"
45,"2,022","35.92416,139.6411"
45,"2,022","37.12841,-6.41608999999999"
45,"2,022","37.12974,-6.41126000000001"
45,"2,022","37.01265,-6.44312999999999"
45,"2,022","37.13033,-6.41269"
45,"2,022","37.12954,-6.41386"
45,"2,022","39.39,-3.222"
45,"2,022","37.24063,-6.23742"
45,"2,022","38.7099825,-0.79164890000001"
45,"2,022","38.7089428,-0.790096499999989"
45,"2,022","35.61783,139.54833"
45,"2,022","37.24131,-6.23822"
45,"2,022","37.2428,-6.23921999999999"
45,"2,022","38.71864,-0.790920000000001"
45,"2,022","38.72032,-0.789100000000006"
45,"2,022","38.7102651,-0.791019100000009"
45,"2,022","38.7102247999999,-0.791083799999992"
45,"2,022","38.7099865,-0.791638200000011"
45,"2,022","37.24445,-6.24107"
45,"2,022","37.23853,-6.23612"
45,"2,022","37.24435,-6.23965000000001"
45,"2,022","38.71886,-0.789440000000001"
45,"2,022","38.7100356,-0.791499299999994"
45,"2,022","38.7092405,-0.791594400000011"
45,"2,022","38.5547112,-0.964137300000003"
45,"2,022","38.5544696,-0.963002299999998"
45,"2,022","38.555055,-0.964907100000006"
45,"2,022","38.5547104,-0.96413789999999"
45,"2,022","38.5546197,-0.963911200000006"
45,"2,022","38.5545181,-0.963712799999992"
45,"2,022","38.5543501,-0.963377999999988"
45,"2,022","38.5569886,-0.96444390000001"
45,"2,022","38.554452,-0.962946899999988"
45,"2,022","38.567,-9.036"
45,"2,022","28.126,-17.271"
45,"2,022","28.114,-17.2519999999999"
45,"2,022","28.127,-17.257"
45,"2,022","34.59414,133.06508"
44,"2,022","47.5100611,16.9728326"
44,"2,022","47.5098118,16.9731033"
44,"2,022","40.35276,0.316579999999994"
44,"2,022","47.5101217,16.9730117"
44,"2,022","28.99545,-13.82261"
44,"2,022","28.99871,-13.82855"
44,"2,022","28.99221,-13.8161"
44,"2,022","28.99528,-13.82663"
44,"2,022","35.63253,139.55972"
44,"2,022","28.99894,-13.82389"
44,"2,022","38.749,-9.421"
44,"2,022","37.24019,-6.23686"
44,"2,022","37.24063,-6.23742"
44,"2,022","37.2428,-6.23921999999999"
44,"2,022","37.23853,-6.23612"
44,"2,022","37.24131,-6.23822"
44,"2,022","37.24435,-6.23965000000001"
44,"2,022","52.67519,4.76907170000001"
44,"2,022","36.54994,-5.27599999999999"
44,"2,022","36.552,-5.285"
44,"2,022","52.6764148,4.76980940000001"
44,"2,022","35.92311,139.63822"
44,"2,022","40.0832191,-4.1223237"
44,"2,022","39.5634134,2.6228284"
44,"2,022","28.71832,-17.89782"
44,"2,022","39.54,-0.494999999999994"
44,"2,022","36.46032,-6.11683999999999"
44,"2,022","36.4600299999999,-6.11626"
44,"2,022","40.1897738,-1.8285879"
44,"2,022","40.1900219,-1.8287963"
44,"2,022","36.46085,-6.11715"
44,"2,022","51.2122537,5.9496216"
44,"2,022","37.41523,-6.06054"
44,"2,022","37.532,-2.684"
44,"2,022","37.91221,-4.75268"
44,"2,022","37.91441,-4.75224000000001"
44,"2,022","37.530205,-2.697616"
44,"2,022","35.61788,139.55098"
44,"2,022","39.677,-0.283999999999997"
44,"2,022","35.61579,139.54619"
44,"2,022","37.9092,-4.75193"
44,"2,022","37.530205,-2.697616"
44,"2,022","37.530205,-2.697616"
44,"2,022","37.90448,-4.75225999999999"
44,"2,022","37.90652,-4.75085000000001"
44,"2,022","37.91377,-4.75247"
44,"2,022","37.41475,-6.06650000000001"
44,"2,022","39.676,-0.280999999999993"
44,"2,022","39.675,-0.275999999999993"
44,"2,022","36.47312,-6.20113000000001"
44,"2,022","34.59422,133.06213"
44,"2,022","-15.9250315,-5.7174014"
44,"2,022","40.40869,-3.26706999999999"
44,"2,022","40.40657,-3.26946999999999"
43,"2,022","36.40747,-6.21847"
43,"2,022","37.23889,-6.23456999999999"
43,"2,022","37.23853,-6.23612"
43,"2,022","37.24131,-6.23822"
43,"2,022","37.322,-6.05500000000001"
43,"2,022","39.33929,-4.37473000000001"
43,"2,022","39.35241,-4.35915"
43,"2,022","37.24445,-6.24107"
43,"2,022","28.6065999999999,-17.77641"
43,"2,022","37.32,-6.05500000000001"
43,"2,022","28.60831,-17.77213"
43,"2,022","37.325,-6.05599999999999"
43,"2,022","37.325,-6.05500000000001"
43,"2,022","36.4165,-6.22334"
43,"2,022","36.40276,-6.21701999999999"
43,"2,022","42.3409577999999,27.725574"
43,"2,022","37.24019,-6.23686"
43,"2,022","37.24063,-6.23742"
43,"2,022","41.321,-6.525"
43,"2,022","39.3406799999999,-4.37272999999999"
43,"2,022","39.35437,-4.35694"
43,"2,022","42.3409883,27.7251824"
43,"2,022","36.41513,-6.22205000000001"
43,"2,022","36.41262,-6.2212"
43,"2,022","37.2428,-6.23921999999999"
43,"2,022","37.24435,-6.23965000000001"
43,"2,022","41.319,-6.52600000000001"
43,"2,022","39.34594,-4.36433"
43,"2,022","39.34927,-4.36171999999999"
43,"2,022","39.14105,-3.69304000000001"
43,"2,022","39.4454816,-8.31658179999999"
43,"2,022","37.1063391,-8.810163"
43,"2,022","36.98274,-6.47778"
43,"2,022","38.797,-9.37299999999997"
43,"2,022","37.0116799999999,-6.56558999999999"
43,"2,022","35.3634,139.20416"
43,"2,022","37.1064416,-8.81024300000001"
43,"2,022","38.798,-9.37100000000003"
43,"2,022","39.13242,-3.74298"
43,"2,022","39.14083,-3.69544000000001"
43,"2,022","37.01517,-6.44185"
43,"2,022","37.01618,-6.44193999999999"
43,"2,022","36.99043,-6.46677999999999"
43,"2,022","37.0132899999999,-6.56652"
43,"2,022","39.4454817,-8.31658179999999"
43,"2,022","39.4454816,-8.31658179999999"
43,"2,022","35.63233,139.56003"
43,"2,022","39.13041,-3.74279000000001"
43,"2,022","39.1423899999999,-3.68861999999998"
43,"2,022","36.69082,-6.14887000000001"
43,"2,022","37.1063391,-8.810163"
43,"2,022","38.564,-8.91800000000001"
43,"2,022","38.562,-8.922"
43,"2,022","36.99175,-6.46866999999998"
43,"2,022","37.01383,-6.56797000000001"
43,"2,022","39.4454825,-8.3165815"
43,"2,022","39.4458508,-8.3176589"
43,"2,022","39.14602,-3.68629000000001"
43,"2,022","36.98357,-6.47782000000001"
43,"2,022","36.9828,-6.48108999999999"
43,"2,022","36.46085,-6.11715"
43,"2,022","36.46032,-6.11683999999999"
43,"2,022","37.127227,-8.8362601"
43,"2,022","37.1577486,-8.8667621"
43,"2,022","38.72111,-0.791689999999992"
43,"2,022","38.71886,-0.789440000000001"
43,"2,022","38.72174,-0.793870000000012"
43,"2,022","38.72032,-0.789100000000006"
43,"2,022","32.680815,-17.0409089"
43,"2,022","40.41492,-3.60406"
43,"2,022","32.6828224,-17.0462593"
43,"2,022","32.6697649,-17.0627211"
43,"2,022","35.92416,139.6411"
43,"2,022","38.6369578,-0.754018400000006"
43,"2,022","38.6402513,-0.74975909999999"
43,"2,022","32.683982,-17.0437054"
43,"2,022","37.1621727,-8.80088549999999"
43,"2,022","32.6693553,-17.0344208"
43,"2,022","32.646434,-16.8518579"
43,"2,022","37.1621924,-8.8008755"
43,"2,022","38.663,16.524"
43,"2,022","40.4246111,-3.248662"
43,"2,022","42.858,27.891"
43,"2,022","40.9532305,29.1290006"
43,"2,022","40.9532305,29.1290006"
43,"2,022","40.9532305,29.1290006"
43,"2,022","40.9532305,29.1290006"
42,"2,022","35.63233,139.56003"
42,"2,022","47.453039,20.711476"
42,"2,022","28.127,-17.257"
42,"2,022","28.114,-17.2519999999999"
42,"2,022","35.63359,139.55574"
42,"2,022","39.13381,2.94845"
42,"2,022","39.13492,2.93995999999999"
42,"2,022","39.14137,2.94417"
42,"2,022","39.846,-4.085"
42,"2,022","47.059958,17.9981041"
42,"2,022","40.40764,-3.27058999999999"
42,"2,022","40.40763,-3.26782000000001"
42,"2,022","44.244,8.426"
42,"2,022","47.0601079,17.998146"
42,"2,022","47.0541817,18.0006634"
42,"2,022","44.2438,8.42526"
42,"2,022","37.1577123,-8.86699140000001"
42,"2,022","47.0536279,18.0010782"
42,"2,022","40.40657,-3.26946999999999"
42,"2,022","37.162456,-8.8008152"
42,"2,022","37.162363,-8.8009948"
42,"2,022","37.1623635,-8.80099700000001"
42,"2,022","38.567,-9.036"
42,"2,022","37.13033,-6.41269"
42,"2,022","37.12662,-6.41106999999999"
42,"2,022","37.13296,-6.51527"
42,"2,022","39.636717,19.7723659"
42,"2,022","39.6135587,19.793632"
42,"2,022","42.33146,23.69465"
42,"2,022","37.13294,-6.51193999999999"
42,"2,022","37.13325,-6.51350999999999"
42,"2,022","39.6356284,19.7645693"
42,"2,022","39.6353169,19.7648999"
42,"2,022","39.6354291,19.7653779"
42,"2,022","39.6354175999999,19.7664272"
42,"2,022","37.1621923,-8.8006579"
42,"2,022","37.1624548,-8.80081350000001"
42,"2,022","36.40276,-6.21701999999999"
42,"2,022","36.4165,-6.22334"
42,"2,022","36.40747,-6.21847"
42,"2,022","37.1623635,-8.80099700000001"
42,"2,022","28.60992,-17.77211"
42,"2,022","28.6083,-17.77763"
42,"2,022","39.6354142,19.7664787"
42,"2,022","39.6116502,19.7843475"
42,"2,022","39.6361981,19.7709534"
42,"2,022","39.6192386,19.7967491"
42,"2,022","39.6194326,19.7967352"
42,"2,022","36.41262,-6.2212"
42,"2,022","28.6065999999999,-17.77641"
42,"2,022","28.60754,-17.77362"
42,"2,022","39.6314427,19.7578277"
42,"2,022","38.2066919,-8.77534799999999"
42,"2,022","38.2064936,-8.77538459999999"
42,"2,022","47.8213448,19.0351687"
42,"2,022","47.8217936,19.0323889"
42,"2,022","47.8222171,19.0282214"
42,"2,022","47.822182,19.0262751"
42,"2,022","38.2063085,-8.77503419999999"
42,"2,022","38.2063085,-8.77503419999999"
42,"2,022","38.2064139,-8.77544310000001"
42,"2,022","38.2063221,-8.7755063"
42,"2,022","38.2063151,-8.77590539999999"
42,"2,022","38.2063278,-8.77594129999999"
42,"2,022","47.8222241,19.0282744"
42,"2,022","47.8222357,19.0282219"
42,"2,022","35.63253,139.55972"
42,"2,022","37.1636524,-8.80086570000001"
42,"2,022","39.6376355,19.7564699"
42,"2,022","38.2066814,-8.77539190000001"
42,"2,022","39.6370886,19.7561199"
42,"2,022","39.6370932,19.756115"
42,"2,022","38.2063085,-8.77503419999999"
42,"2,022","38.2062982,-8.77545579999999"
42,"2,022","38.2062983,-8.77557660000002"
42,"2,022","47.8213448,19.0351687"
42,"2,022","47.8218466,19.0319754"
42,"2,022","47.8222323,19.0282751"
42,"2,022","47.8222374,19.0282835"
42,"2,022","46.3518782,25.7996413"
42,"2,022","32.7462364,-16.6875718"
42,"2,022","37.1640309,-8.8008531"
42,"2,022","35.77664,139.3065"
42,"2,022","37.530205,-2.697616"
42,"2,022","40.10667,0.0643499999999957"
42,"2,022","39.7832627,19.7922998"
42,"2,022","39.8184992,19.8522512"
42,"2,022","35.77341,139.30984"
42,"2,022","41.73,12.475"
42,"2,022","38.7090215,-0.774530299999995"
42,"2,022","38.7080311,-0.774642300000006"
42,"2,022","38.7088441,-0.774997899999997"
42,"2,022","38.7100263,-0.775069800000004"
42,"2,022","40.35276,0.316579999999994"
42,"2,022","38.7080798,-0.774596899999989"
42,"2,022","38.7086008,-0.774951999999991"
42,"2,022","38.7086029999999,-0.774953700000005"
42,"2,022","38.7096806,-0.774634100000004"
42,"2,022","38.7096515,-0.774410100000008"
42,"2,022","40.353,0.315999999999991"
42,"2,022","40.355,0.310999999999991"
42,"2,022","38.7088458,-0.774479399999995"
42,"2,022","38.7087511,-0.774990400000005"
42,"2,022","38.7088718,-0.774994000000004"
42,"2,022","38.7099349,-0.775245000000005"
42,"2,022","38.7096897,-0.774695500000008"
42,"2,022","38.7096879,-0.774686000000008"
42,"2,022","38.7096233,-0.774344699999989"
42,"2,022","38.7086503,-0.774963999999988"
42,"2,022","38.7087971,-0.774997400000008"
42,"2,022","38.709728,-0.774753199999989"
42,"2,022","38.7097076,-0.774740300000011"
42,"2,022","38.7096508,-0.774402599999992"
42,"2,022","47.8266184,19.1476258"
41,"2,022","32.6782733,-16.8540459"
41,"2,022","39.6579449,19.7644423999999"
41,"2,022","39.6584565,19.7652372"
41,"2,022","39.6587585,19.7647119"
41,"2,022","39.6587682,19.7647229"
41,"2,022","32.6607791,-16.8286952"
41,"2,022","32.7024481,-16.8869794"
41,"2,022","32.7046257,-16.8891543"
41,"2,022","32.700258,-16.8837419"
41,"2,022","32.6751933,-16.863385"
41,"2,022","32.679371,-16.8612005"
41,"2,022","39.6580338,19.764389"
41,"2,022","39.659498,19.764262"
41,"2,022","39.6593608,19.7641334"
41,"2,022","39.6593315,19.764115"
41,"2,022","32.6833589,-16.8562746"
41,"2,022","39.658752,19.7646988"
41,"2,022","39.6583334,19.764713"
41,"2,022","39.658329,19.7646442"
41,"2,022","39.6798275,19.7070907"
41,"2,022","32.6784526,-16.8618681"
41,"2,022","32.699684,-16.8831642"
41,"2,022","32.6999358,-16.8832344"
41,"2,022","32.7008668,-16.8835923"
41,"2,022","32.675219,-16.8633546"
41,"2,022","32.6507886,-16.9169351"
41,"2,022","39.659309,19.7642124"
41,"2,022","32.6594503,-16.8288128"
41,"2,022","39.537487,-0.400373499999989"
41,"2,022","39.54,-0.494999999999994"
41,"2,022","36.7162224999999,30.5640395"
41,"2,022","32.7032997,-16.902077"
41,"2,022","32.7031537,-16.9031919"
41,"2,022","32.705043,-16.9025057000001"
41,"2,022","32.7033707,-16.90211"
41,"2,022","32.7033133,-16.9019517"
41,"2,022","32.7038656188432,-16.9022213868577"
41,"2,022","32.7038656188432,-16.9022213868577"
41,"2,022","39.4529259,19.8754081"
41,"2,022","32.7033283,-16.9021165"
41,"2,022","32.7032315,-16.9031517999999"
41,"2,022","32.7031733,-16.9031900000001"
41,"2,022","32.702845,-16.9021767"
41,"2,022","32.7028556,-16.9022234"
41,"2,022","32.7033137,-16.9020134"
41,"2,022","32.7033135,-16.9020354"
41,"2,022","32.7032282999999,-16.9031617"
41,"2,022","32.7032183,-16.9031583"
41,"2,022","32.7033606492849,-16.9019460763473"
41,"2,022","32.7038415476693,-16.9022042851987"
41,"2,022","32.7038415476693,-16.9022042851987"
41,"2,022","32.7038656188432,-16.9022213868577"
41,"2,022","39.450376,19.8797676"
41,"2,022","39.469601,19.9108808"
41,"2,022","32.7033293,-16.9020305"
41,"2,022","32.70324,-16.9031317"
41,"2,022","32.7032917,-16.9019917"
41,"2,022","32.7033101,-16.9020533"
41,"2,022","32.7028415,-16.9022113"
41,"2,022","32.7033038,-16.9020896"
41,"2,022","32.7032282999999,-16.9031617"
41,"2,022","32.7033774,-16.9020970999999"
41,"2,022","32.7050139,-16.9024773"
41,"2,022","32.8010496186035,-17.1152544904057"
41,"2,022","32.7050431,-16.9025208"
41,"2,022","32.7032917,-16.9020199999999"
41,"2,022","32.7032872999999,-16.9019874"
41,"2,022","32.70319,-16.9032299999999"
41,"2,022","32.7032183,-16.9031583"
41,"2,022","32.7033294,-16.9020495"
41,"2,022","39.4450837,19.9348219"
41,"2,022","39.4452003,19.9349079"
41,"2,022","39.4465389,19.9316057"
41,"2,022","39.4698874,19.9104015"
41,"2,022","32.8002591,-17.1148941"
41,"2,022","32.7033606492849,-16.9019460763473"
41,"2,022","32.7038415476693,-16.9022042851987"
41,"2,022","32.7038656188432,-16.9022213868577"
41,"2,022","36.68917,-6.15088"
41,"2,022","39.5942192,26.9522815"
41,"2,022","32.7530196,-16.8084329"
41,"2,022","32.7568549,-16.8080544"
41,"2,022","32.7555295999999,-16.8072002"
41,"2,022","32.6582476,-16.9392392"
41,"2,022","32.6588255,-16.9396845"
41,"2,022","32.6635636,-16.9471407"
41,"2,022","32.6639304,-16.9473726999999"
41,"2,022","32.6581367,-16.9392564"
41,"2,022","32.6583782,-16.9391552"
41,"2,022","32.6588274,-16.93969"
41,"2,022","32.6635317,-16.946965"
41,"2,022","32.7570055,-16.8080222"
41,"2,022","39.5939657,26.9521707"
41,"2,022","32.7509832,-16.8116909"
41,"2,022","32.7555846,-16.8072492"
41,"2,022","32.7553829,-16.7994541"
41,"2,022","32.745584,-16.8179263"
41,"2,022","32.6582355,-16.9392496"
41,"2,022","32.6635304,-16.9469662"
41,"2,022","32.6638075,-16.9473682"
41,"2,022","32.6422546,-16.938794"
41,"2,022","32.6638995,-16.9473631"
41,"2,022","32.6639308,-16.9473733"
41,"2,022","39.5943589,26.9525272"
41,"2,022","32.7567706,-16.8080358"
41,"2,022","32.6456917,-16.862469"
41,"2,022","35.35988,139.21131"
41,"2,022","36.552,-5.285"
41,"2,022","36.54994,-5.27599999999999"
41,"2,022","32.7477161999999,-16.7969625"
41,"2,022","32.6457,-16.8625216"
41,"2,022","36.4600299999999,-6.11626"
41,"2,022","45.9134019,25.4264495"
41,"2,022","32.7407417,-16.7975012"
41,"2,022","32.66324,-16.8284711"
41,"2,022","32.6458077,-16.8624735"
41,"2,022","42.86,27.892"
41,"2,022","36.41262,-6.2212"
41,"2,022","39.7800379,19.9434203"
41,"2,022","39.7786243999999,19.9442844"
41,"2,022","39.771443,19.7480771"
41,"2,022","39.7786175,19.9442611"
41,"2,022","36.40747,-6.21847"
41,"2,022","43.59913,-5.93630000000001"
41,"2,022","39.7800657,19.9433915"
41,"2,022","39.7799539,19.9435239"
41,"2,022","36.40276,-6.21701999999999"
41,"2,022","39.5964585,19.8123979"
41,"2,022","32.7406102,-16.7994601"
41,"2,022","42.58323,23.4268"
41,"2,022","39.597131,19.8165676"
41,"2,022","39.5971575,19.816557"
41,"2,022","32.6456345,-16.8625635"
41,"2,022","39.5971578,19.8165643"
41,"2,022","39.5971575,19.816557"
41,"2,022","39.597155,19.8165558"
41,"2,022","38.973,-1.861"
41,"2,022","51.430267,16.6916263"
41,"2,022","32.7407478,-16.7993265"
41,"2,022","32.7407478,-16.7993265"
41,"2,022","32.7364982,-16.8023656"
40,"2,022","39.495421,19.8537033"
40,"2,022","28.123,-17.208"
40,"2,022","28.114,-17.2519999999999"
40,"2,022","39.4922997,19.8528576"
40,"2,022","39.491661,19.853201"
40,"2,022","28.126,-17.271"
40,"2,022","39.4923166,19.8528537"
40,"2,022","28.127,-17.257"
40,"2,022","39.492286,19.852864"
40,"2,022","28.61068,-17.77213"
40,"2,022","28.60992,-17.77211"
40,"2,022","28.6065999999999,-17.77641"
40,"2,022","28.60719,-17.77522"
40,"2,022","39.7770341,19.8822609"
40,"2,022","28.76037,-17.869"
40,"2,022","28.76177,-17.87668"
40,"2,022","28.60918,-17.77547"
40,"2,022","28.6083,-17.77763"
40,"2,022","28.60799,-17.77811"
40,"2,022","28.60831,-17.77213"
40,"2,022","39.7656573,19.8766157"
40,"2,022","39.7770339,19.8822585"
40,"2,022","39.7770341,19.8822609"
40,"2,022","39.7770341,19.8822609"
40,"2,022","39.7770341,19.8822609"
40,"2,022","42.86,27.892"
40,"2,022","28.76059,-17.87251"
40,"2,022","37.2937081,-8.85950819999999"
40,"2,022","39.7770341,19.8822609"
40,"2,022","39.7770341,19.8822609"
40,"2,022","39.7770341,19.8822609"
40,"2,022","28.61097,-17.77241"
40,"2,022","28.60921,-17.77448"
40,"2,022","39.765643,19.8766003"
40,"2,022","39.7656997,19.8766426"
40,"2,022","39.7668709,19.8770787"
40,"2,022","39.7770341,19.8822609"
40,"2,022","39.7770341,19.8822609"
40,"2,022","28.60934,-17.77306"
40,"2,022","28.60871,-17.77684"
40,"2,022","28.60727,-17.77871"
40,"2,022","28.60628,-17.77808"
40,"2,022","28.60754,-17.77362"
40,"2,022","28.60924,-17.77159"
40,"2,022","28.72334,-17.87555"
40,"2,022","36.46085,-6.11715"
40,"2,022","29.01768,-13.74259"
40,"2,022","35.63253,139.55972"
40,"2,022","29.0167,-13.73866"
40,"2,022","29.01885,-13.73389"
40,"2,022","35.92311,139.63822"
40,"2,022","35.92416,139.6411"
40,"2,022","34.8864679,32.8649257"
40,"2,022","37.0049442,-8.9311165"
40,"2,022","34.81235,135.21445"
39,"2,022","47.7196144,19.1561561"
39,"2,022","37.530205,-2.697616"
39,"2,022","37.530205,-2.697616"
39,"2,022","47.7196141,19.1561554"
39,"2,022","45.5459,13.90884"
39,"2,022","44.964,9.23000000000004"
39,"2,022","35.63359,139.55574"
39,"2,022","35.63379,139.55266"
39,"2,022","35.36344,139.20243"
39,"2,022","35.92315,139.64274"
39,"2,022","42.8582,27.89145"
39,"2,022","42.86,27.892"
39,"2,022","39.5951211,26.9530309"
39,"2,022","40.25391,-0.739669999999998"
39,"2,022","38.7282496,-0.727285799999991"
39,"2,022","47.6262229,16.6554515"
39,"2,022","45.73577,15.41464"
38,"2,022","51.4304696,16.6915584"
38,"2,022","51.4305008,16.6914261"
38,"2,022","51.4304565,16.6906319"
38,"2,022","51.4304453,16.6906181"
38,"2,022","51.4305238,16.689871"
38,"2,022","51.4304323,16.6915183"
38,"2,022","51.4305144,16.6902188"
38,"2,022","46.4807,16.93593"
38,"2,022","51.4304322,16.6915181"
38,"2,022","39.5743393,26.9711814"
38,"2,022","35.63379,139.55266"
38,"2,022","47.6450948,16.6483527"
38,"2,022","42.86,27.892"
