gr,shape,colour,opacity,size
SJ57I,triangle-up,magenta,0.6,1
SD90F,triangle-up,magenta,0.6,1
SJ46S,triangle-down,blue,0.6,1
SJ48B,triangle-up,magenta,0.6,1
SJ39K,square,green,0.6,1
SJ49J,triangle-up,magenta,0.6,1
SJ79D,triangle-up,magenta,0.6,1
SJ29F,triangle-up,magenta,0.6,1
SJ38Z,triangle-up,magenta,0.6,1
SD21V,square,green,0.6,1
SD43B,triangle-up,magenta,0.6,1
SD33V,triangle-up,magenta,0.6,1
SD42D,triangle-up,magenta,0.6,1
SJ97A,square,green,0.6,1
SD41H,triangle-up,magenta,0.6,1
SD70U,square,green,0.6,1
SD71B,triangle-up,magenta,0.6,1
SD20Z,square,green,0.6,1
SJ86F,triangle-up,magenta,0.6,1
SD71C,triangle-up,magenta,0.6,1
SJ49A,triangle-up,magenta,0.6,1
SD47Y,triangle-up,magenta,0.6,1
SD71G,square,green,0.6,1
SD57N,triangle-up,magenta,0.6,1
SJ48E,triangle-up,magenta,0.6,1
SJ27U,triangle-down,blue,0.6,1
SJ27Y,triangle-up,magenta,0.6,1
SJ48N,triangle-up,magenta,0.6,1
SJ36X,triangle-up,magenta,0.6,1
SJ77N,triangle-up,magenta,0.6,1
SJ89L,triangle-up,magenta,0.6,1
SJ68I,triangle-up,magenta,0.6,1
SD52P,square,green,0.6,1
SJ37Y,triangle-up,magenta,0.6,1
SD41F,triangle-up,magenta,0.6,1
SJ39H,triangle-up,magenta,0.6,1
SJ89R,triangle-up,magenta,0.6,1
SJ58D,triangle-up,magenta,0.6,1
SD53A,square,green,0.6,1
SD53V,triangle-up,magenta,0.6,1
SJ68J,triangle-up,magenta,0.6,1
SJ59D,triangle-up,magenta,0.6,1
SD30M,triangle-up,magenta,0.6,1
SJ38E,triangle-up,magenta,0.6,1
SJ89J,triangle-up,magenta,0.6,1
SD30A,triangle-up,magenta,0.6,1
SJ55P,triangle-up,magenta,0.6,1
SJ78U,triangle-up,magenta,0.6,1
SD70V,triangle-up,magenta,0.6,1
SJ55U,triangle-up,magenta,0.6,1
SD52T,triangle-up,magenta,0.6,1
SD44P,square,green,0.6,1
SD52S,square,green,0.6,1
SD46K,triangle-up,magenta,0.6,1
SD47S,square,green,0.6,1
SJ99A,triangle-up,magenta,0.6,1
SD20W,triangle-up,magenta,0.6,1
SD66J,triangle-up,magenta,0.6,1
SD56R,triangle-up,magenta,0.6,1
SD43K,triangle-up,magenta,0.6,1
SD55W,triangle-up,magenta,0.6,1
SD45I,triangle-up,magenta,0.6,1
SD65B,triangle-up,magenta,0.6,1
SD33L,square,green,0.6,1
SD45Q,triangle-up,magenta,0.6,1
SD66V,triangle-down,blue,0.6,1
SJ97M,triangle-up,magenta,0.6,1
SD61B,triangle-up,magenta,0.6,1
SJ66N,square,green,0.6,1
SD44S,triangle-up,magenta,0.6,1
SD61X,triangle-down,blue,0.6,1
SJ47G,triangle-up,magenta,0.6,1
SJ98C,triangle-up,magenta,0.6,1
SJ56Y,triangle-up,magenta,0.6,1
SJ58N,square,green,0.6,1
SJ64R,triangle-up,magenta,0.6,1
SJ58B,triangle-up,magenta,0.6,1
SD43W,triangle-up,magenta,0.6,1
SJ46Y,triangle-up,magenta,0.6,1
SD83U,triangle-up,magenta,0.6,1
SD83D,triangle-up,magenta,0.6,1
SD20T,triangle-up,magenta,0.6,1
SJ98E,triangle-down,blue,0.6,1
SJ89U,triangle-up,magenta,0.6,1
SJ55F,triangle-up,magenta,0.6,1
SJ58C,triangle-up,magenta,0.6,1
SD41K,triangle-up,magenta,0.6,1
SJ99C,triangle-up,magenta,0.6,1
SJ58G,triangle-up,magenta,0.6,1
SD72Y,triangle-up,magenta,0.6,1
SJ47X,triangle-up,magenta,0.6,1
SJ46I,triangle-up,magenta,0.6,1
SJ38C,triangle-up,magenta,0.6,1
SD71V,triangle-up,magenta,0.6,1
SD50Z,triangle-up,magenta,0.6,1
SD46Q,triangle-up,magenta,0.6,1
SD33C,triangle-up,magenta,0.6,1
SJ98P,triangle-up,magenta,0.6,1
SJ79R,triangle-up,magenta,0.6,1
SJ68E,triangle-up,magenta,0.6,1
SJ88E,triangle-up,magenta,0.6,1
SJ59S,triangle-up,magenta,0.6,1
SJ88U,triangle-up,magenta,0.6,1
SJ38H,triangle-up,magenta,0.6,1
SD46G,triangle-up,magenta,0.6,1
SJ78G,triangle-down,blue,0.6,1
SJ59E,triangle-down,blue,0.6,1
SJ99L,triangle-up,magenta,0.6,1
SJ77P,triangle-up,magenta,0.6,1
SJ47K,triangle-up,magenta,0.6,1
SJ88P,triangle-up,magenta,0.6,1
SJ75C,triangle-up,magenta,0.6,1
SJ78K,triangle-down,blue,0.6,1
SJ89Q,square,green,0.6,1
SD83N,triangle-up,magenta,0.6,1
SJ48J,square,green,0.6,1
SJ89F,triangle-up,magenta,0.6,1
SJ58K,triangle-up,magenta,0.6,1
SJ59X,triangle-up,magenta,0.6,1
SJ98R,triangle-down,blue,0.6,1
SJ58Y,triangle-up,magenta,0.6,1
SD32N,triangle-up,magenta,0.6,1
SD31A,triangle-up,magenta,0.6,1
SJ88M,triangle-up,magenta,0.6,1
SJ38L,square,green,0.6,1
SJ37M,triangle-up,magenta,0.6,1
SJ89S,triangle-up,magenta,0.6,1
SJ69V,triangle-up,magenta,0.6,1
SD84W,triangle-up,magenta,0.6,1
SJ59R,triangle-down,blue,0.6,1
SD70Z,triangle-up,magenta,0.6,1
SJ65R,triangle-up,magenta,0.6,1
SD41R,triangle-up,magenta,0.6,1
SJ49H,triangle-up,magenta,0.6,1
SJ66P,triangle-up,magenta,0.6,1
SJ48I,triangle-up,magenta,0.6,1
SD62Y,triangle-up,magenta,0.6,1
SD33E,triangle-up,magenta,0.6,1
SD40D,triangle-up,magenta,0.6,1
SK07C,triangle-down,blue,0.6,1
SJ89M,triangle-down,blue,0.6,1
SD70J,triangle-up,magenta,0.6,1
SD71Y,triangle-down,blue,0.6,1
SJ66E,square,green,0.6,1
SJ66J,triangle-down,blue,0.6,1
SJ97W,triangle-down,blue,0.6,1
SD60J,triangle-down,blue,0.6,1
SJ49T,square,green,0.6,1
SJ39V,triangle-up,magenta,0.6,1
SD31I,triangle-up,magenta,0.6,1
SJ49Q,triangle-up,magenta,0.6,1
SJ38U,triangle-up,magenta,0.6,1
SJ87W,triangle-up,magenta,0.6,1
SJ39W,triangle-up,magenta,0.6,1
SD60V,triangle-up,magenta,0.6,1
SJ48H,triangle-up,magenta,0.6,1
SJ64Z,triangle-up,magenta,0.6,1
SJ75A,triangle-down,blue,0.6,1
SJ69R,triangle-up,magenta,0.6,1
SJ99G,triangle-up,magenta,0.6,1
SJ59L,triangle-up,magenta,0.6,1
SD60E,square,green,0.6,1
SJ45W,triangle-down,blue,0.6,1
SJ55B,triangle-up,magenta,0.6,1
SD61F,triangle-down,blue,0.6,1
SD61R,square,green,0.6,1
SJ69Q,square,green,0.6,1
SJ69X,triangle-down,blue,0.6,1
SD44N,square,green,0.6,1
SD51S,triangle-up,magenta,0.6,1
SD47R,triangle-up,magenta,0.6,1
SD61K,triangle-up,magenta,0.6,1
SJ88T,triangle-up,magenta,0.6,1
SD44E,triangle-up,magenta,0.6,1
SJ65X,triangle-up,magenta,0.6,1
SD31B,square,green,0.6,1
SD33A,square,green,0.6,1
SD32E,triangle-up,magenta,0.6,1
SD32I,square,green,0.6,1
SD32Q,triangle-down,blue,0.6,1
SJ39F,triangle-up,magenta,0.6,1
SD47W,triangle-up,magenta,0.6,1
SJ46B,triangle-up,magenta,0.6,1
SJ38K,square,green,0.6,1
SJ37X,triangle-up,magenta,0.6,1
SD67T,triangle-up,magenta,0.6,1
SD55A,triangle-up,magenta,0.6,1
SD57A,triangle-up,magenta,0.6,1
SD67A,triangle-up,magenta,0.6,1
SD45N,triangle-up,magenta,0.6,1
SD46F,square,green,0.6,1
SD46H,triangle-up,magenta,0.6,1
SD45T,triangle-up,magenta,0.6,1
SD46L,triangle-up,magenta,0.6,1
SD66C,triangle-up,magenta,0.6,1
SD56J,triangle-up,magenta,0.6,1
SD66A,triangle-up,magenta,0.6,1
SD57V,triangle-up,magenta,0.6,1
SD56C,triangle-up,magenta,0.6,1
SD52B,triangle-up,magenta,0.6,1
SD56B,triangle-up,magenta,0.6,1
SD34C,triangle-up,magenta,0.6,1
SD34T,triangle-up,magenta,0.6,1
SD33F,square,green,0.6,1
SD54C,triangle-up,magenta,0.6,1
SD32T,square,green,0.6,1
SD43F,triangle-up,magenta,0.6,1
SD56A,triangle-up,magenta,0.6,1
SD32Z,square,green,0.6,1
SD32P,square,green,0.6,1
SD42I,triangle-up,magenta,0.6,1
SD34J,triangle-up,magenta,0.6,1
SD66W,triangle-up,magenta,0.6,1
SD32J,triangle-up,magenta,0.6,1
SD56N,triangle-up,magenta,0.6,1
SJ78L,triangle-up,magenta,0.6,1
SJ78M,triangle-up,magenta,0.6,1
SD66K,triangle-down,blue,0.6,1
SD70S,triangle-up,magenta,0.6,1
SD31C,square,green,0.6,1
SD65P,triangle-up,magenta,0.6,1
SD83L,triangle-up,magenta,0.6,1
SD45L,triangle-up,magenta,0.6,1
SD45J,triangle-up,magenta,0.6,1
SD66Q,square,green,0.6,1
SD34P,triangle-up,magenta,0.6,1
SD57Y,triangle-up,magenta,0.6,1
SD63V,triangle-up,magenta,0.6,1
SD80I,triangle-up,magenta,0.6,1
SD50G,triangle-up,magenta,0.6,1
SD20U,triangle-up,magenta,0.6,1
SD47V,triangle-up,magenta,0.6,1
SD34I,triangle-down,blue,0.6,1
SD34H,triangle-up,magenta,0.6,1
SJ88Z,triangle-up,magenta,0.6,1
SD42Z,triangle-down,blue,0.6,1
SD52R,triangle-up,magenta,0.6,1
SD66T,triangle-down,blue,0.6,1
SD56Q,triangle-up,magenta,0.6,1
SD57F,triangle-up,magenta,0.6,1
SD57T,triangle-up,magenta,0.6,1
SD47X,triangle-up,magenta,0.6,1
SJ38Q,triangle-up,magenta,0.6,1
SJ56I,triangle-up,magenta,0.6,1
SJ28H,triangle-up,magenta,0.6,1
SJ59Q,triangle-down,blue,0.6,1
SD83G,triangle-up,magenta,0.6,1
SJ39U,triangle-up,magenta,0.6,1
SD50E,triangle-up,magenta,0.6,1
SJ98L,triangle-up,magenta,0.6,1
SD33P,triangle-up,magenta,0.6,1
SJ98G,triangle-up,magenta,0.6,1
SJ27X,triangle-down,blue,0.6,1
