gr,richness,caption,colour,shape,opacity,size
R15A,267,Number of taxa: 267,#C1E311,circle,0.9,0.9
R81A,411,Number of taxa: 411,#C1E311,circle,0.9,0.9
S70A,812,Number of taxa: 812,#B7AD13,circle,0.9,0.9
SD61A,1029,Number of taxa: 1029,#B29215,circle,0.9,0.9
SD64A,832,Number of taxa: 832,#B7AD13,circle,0.9,0.9
SE03A,767,Number of taxa: 767,#B7AD13,circle,0.9,0.9
SE09A,748,Number of taxa: 748,#BCC812,circle,0.9,0.9
SE13A,1568,Number of taxa: 1568,#A85C17,circle,0.9,0.9
SE17A,552,Number of taxa: 552,#BCC812,circle,0.9,0.9
SE19A,820,Number of taxa: 820,#B7AD13,circle,0.9,0.9
SE29A,753,Number of taxa: 753,#B7AD13,circle,0.9,0.9
SE34A,886,Number of taxa: 886,#B7AD13,circle,0.9,0.9
SE35A,1029,Number of taxa: 1029,#B29215,circle,0.9,0.9
SE43A,899,Number of taxa: 899,#B7AD13,circle,0.9,0.9
SE47A,881,Number of taxa: 881,#B7AD13,circle,0.9,0.9
SE49A,744,Number of taxa: 744,#BCC812,circle,0.9,0.9
SE51A,849,Number of taxa: 849,#B7AD13,circle,0.9,0.9
SE52A,785,Number of taxa: 785,#B7AD13,circle,0.9,0.9
SE53A,766,Number of taxa: 766,#B7AD13,circle,0.9,0.9
SE57A,947,Number of taxa: 947,#B7AD13,circle,0.9,0.9
SE64A,797,Number of taxa: 797,#B7AD13,circle,0.9,0.9
SE66A,842,Number of taxa: 842,#B7AD13,circle,0.9,0.9
SE68A,932,Number of taxa: 932,#B7AD13,circle,0.9,0.9
SE76A,956,Number of taxa: 956,#B7AD13,circle,0.9,0.9
SE77A,931,Number of taxa: 931,#B7AD13,circle,0.9,0.9
SE80A,928,Number of taxa: 928,#B7AD13,circle,0.9,0.9
SE81A,887,Number of taxa: 887,#B7AD13,circle,0.9,0.9
SH28A,901,Number of taxa: 901,#B7AD13,circle,0.9,0.9
SH43A,844,Number of taxa: 844,#B7AD13,circle,0.9,0.9
SH46A,1067,Number of taxa: 1067,#B29215,circle,0.9,0.9
SH47A,920,Number of taxa: 920,#B7AD13,circle,0.9,0.9
SH52A,822,Number of taxa: 822,#B7AD13,circle,0.9,0.9
SH57A,1248,Number of taxa: 1248,#B29215,circle,0.9,0.9
SH58A,914,Number of taxa: 914,#B7AD13,circle,0.9,0.9
SH67A,1024,Number of taxa: 1024,#B29215,circle,0.9,0.9
SH76A,962,Number of taxa: 962,#B7AD13,circle,0.9,0.9
SH77A,1202,Number of taxa: 1202,#B29215,circle,0.9,0.9
SH81A,522,Number of taxa: 522,#BCC812,circle,0.9,0.9
SH84A,582,Number of taxa: 582,#BCC812,circle,0.9,0.9
SH85A,677,Number of taxa: 677,#BCC812,circle,0.9,0.9
SH86A,711,Number of taxa: 711,#BCC812,circle,0.9,0.9
SH87A,1086,Number of taxa: 1086,#B29215,circle,0.9,0.9
SH91A,565,Number of taxa: 565,#BCC812,circle,0.9,0.9
SH93A,709,Number of taxa: 709,#BCC812,circle,0.9,0.9
SH96A,707,Number of taxa: 707,#BCC812,circle,0.9,0.9
SH97A,998,Number of taxa: 998,#B7AD13,circle,0.9,0.9
SJ01A,663,Number of taxa: 663,#BCC812,circle,0.9,0.9
SJ04A,720,Number of taxa: 720,#BCC812,circle,0.9,0.9
SJ05A,708,Number of taxa: 708,#BCC812,circle,0.9,0.9
SJ07A,1112,Number of taxa: 1112,#B29215,circle,0.9,0.9
SJ10A,781,Number of taxa: 781,#B7AD13,circle,0.9,0.9
SJ12A,760,Number of taxa: 760,#B7AD13,circle,0.9,0.9
SJ13A,640,Number of taxa: 640,#BCC812,circle,0.9,0.9
SJ14A,736,Number of taxa: 736,#BCC812,circle,0.9,0.9
SJ15A,863,Number of taxa: 863,#B7AD13,circle,0.9,0.9
SJ17A,1072,Number of taxa: 1072,#B29215,circle,0.9,0.9
SJ20A,855,Number of taxa: 855,#B7AD13,circle,0.9,0.9
SJ21A,867,Number of taxa: 867,#B7AD13,circle,0.9,0.9
SJ23A,883,Number of taxa: 883,#B7AD13,circle,0.9,0.9
SJ24A,939,Number of taxa: 939,#B7AD13,circle,0.9,0.9
SJ25A,967,Number of taxa: 967,#B7AD13,circle,0.9,0.9
SJ30A,772,Number of taxa: 772,#B7AD13,circle,0.9,0.9
SJ31A,826,Number of taxa: 826,#B7AD13,circle,0.9,0.9
SJ33A,843,Number of taxa: 843,#B7AD13,circle,0.9,0.9
SJ40A,976,Number of taxa: 976,#B7AD13,circle,0.9,0.9
SJ41A,1087,Number of taxa: 1087,#B29215,circle,0.9,0.9
SJ43A,932,Number of taxa: 932,#B7AD13,circle,0.9,0.9
SJ49A,1112,Number of taxa: 1112,#B29215,circle,0.9,0.9
SJ50A,1011,Number of taxa: 1011,#B29215,circle,0.9,0.9
SJ51A,1007,Number of taxa: 1007,#B29215,circle,0.9,0.9
SJ52A,741,Number of taxa: 741,#BCC812,circle,0.9,0.9
SJ60A,1062,Number of taxa: 1062,#B29215,circle,0.9,0.9
SJ71A,879,Number of taxa: 879,#B7AD13,circle,0.9,0.9
SJ72A,904,Number of taxa: 904,#B7AD13,circle,0.9,0.9
SJ84A,1255,Number of taxa: 1255,#AD7716,circle,0.9,0.9
SJ86A,819,Number of taxa: 819,#B7AD13,circle,0.9,0.9
SK01A,1008,Number of taxa: 1008,#B29215,circle,0.9,0.9
SK04A,1009,Number of taxa: 1009,#B29215,circle,0.9,0.9
SK14A,1087,Number of taxa: 1087,#B29215,circle,0.9,0.9
SK21A,865,Number of taxa: 865,#B7AD13,circle,0.9,0.9
SK29A,841,Number of taxa: 841,#B7AD13,circle,0.9,0.9
SK32A,1023,Number of taxa: 1023,#B29215,circle,0.9,0.9
SK52A,1117,Number of taxa: 1117,#B29215,circle,0.9,0.9
SK55A,1220,Number of taxa: 1220,#B29215,circle,0.9,0.9
SK57A,1170,Number of taxa: 1170,#B29215,circle,0.9,0.9
SK60A,1057,Number of taxa: 1057,#B29215,circle,0.9,0.9
SK63A,1230,Number of taxa: 1230,#B29215,circle,0.9,0.9
SK64A,1109,Number of taxa: 1109,#B29215,circle,0.9,0.9
SK65A,1059,Number of taxa: 1059,#B29215,circle,0.9,0.9
SK66A,1021,Number of taxa: 1021,#B29215,circle,0.9,0.9
SK67A,972,Number of taxa: 972,#B7AD13,circle,0.9,0.9
SK70A,837,Number of taxa: 837,#B7AD13,circle,0.9,0.9
SK71A,861,Number of taxa: 861,#B7AD13,circle,0.9,0.9
SK74A,1000,Number of taxa: 1000,#B29215,circle,0.9,0.9
SK75A,1104,Number of taxa: 1104,#B29215,circle,0.9,0.9
SK77A,877,Number of taxa: 877,#B7AD13,circle,0.9,0.9
SK84A,864,Number of taxa: 864,#B7AD13,circle,0.9,0.9
SK85A,1136,Number of taxa: 1136,#B29215,circle,0.9,0.9
SK86A,1024,Number of taxa: 1024,#B29215,circle,0.9,0.9
SK89A,1011,Number of taxa: 1011,#B29215,circle,0.9,0.9
SK92A,936,Number of taxa: 936,#B7AD13,circle,0.9,0.9
SK93A,982,Number of taxa: 982,#B7AD13,circle,0.9,0.9
SK96A,1091,Number of taxa: 1091,#B29215,circle,0.9,0.9
SM81A,639,Number of taxa: 639,#BCC812,circle,0.9,0.9
SN03A,830,Number of taxa: 830,#B7AD13,circle,0.9,0.9
SN20A,967,Number of taxa: 967,#B7AD13,circle,0.9,0.9
SN21A,786,Number of taxa: 786,#B7AD13,circle,0.9,0.9
SN40A,1371,Number of taxa: 1371,#AD7716,circle,0.9,0.9
SN51A,1090,Number of taxa: 1090,#B29215,circle,0.9,0.9
SN64A,678,Number of taxa: 678,#BCC812,circle,0.9,0.9
SN74A,722,Number of taxa: 722,#BCC812,circle,0.9,0.9
SN78A,644,Number of taxa: 644,#BCC812,circle,0.9,0.9
SN80A,806,Number of taxa: 806,#B7AD13,circle,0.9,0.9
SN84A,670,Number of taxa: 670,#BCC812,circle,0.9,0.9
SN85A,505,Number of taxa: 505,#BCC812,circle,0.9,0.9
SN88A,517,Number of taxa: 517,#BCC812,circle,0.9,0.9
SN89A,555,Number of taxa: 555,#BCC812,circle,0.9,0.9
SN96A,727,Number of taxa: 727,#BCC812,circle,0.9,0.9
SN99A,608,Number of taxa: 608,#BCC812,circle,0.9,0.9
SO04A,717,Number of taxa: 717,#BCC812,circle,0.9,0.9
SO06A,740,Number of taxa: 740,#BCC812,circle,0.9,0.9
SO10A,905,Number of taxa: 905,#B7AD13,circle,0.9,0.9
SO18A,682,Number of taxa: 682,#BCC812,circle,0.9,0.9
SO19A,807,Number of taxa: 807,#B7AD13,circle,0.9,0.9
SO20A,921,Number of taxa: 921,#B7AD13,circle,0.9,0.9
SO27A,763,Number of taxa: 763,#B7AD13,circle,0.9,0.9
SO29A,804,Number of taxa: 804,#B7AD13,circle,0.9,0.9
SO31A,849,Number of taxa: 849,#B7AD13,circle,0.9,0.9
SO33A,713,Number of taxa: 713,#BCC812,circle,0.9,0.9
SO37A,855,Number of taxa: 855,#B7AD13,circle,0.9,0.9
SO38A,833,Number of taxa: 833,#B7AD13,circle,0.9,0.9
SO40A,924,Number of taxa: 924,#B7AD13,circle,0.9,0.9
SO41A,887,Number of taxa: 887,#B7AD13,circle,0.9,0.9
SO47A,916,Number of taxa: 916,#B7AD13,circle,0.9,0.9
SO50A,1207,Number of taxa: 1207,#B29215,circle,0.9,0.9
SO53A,988,Number of taxa: 988,#B7AD13,circle,0.9,0.9
SO57A,940,Number of taxa: 940,#B7AD13,circle,0.9,0.9
SO58A,781,Number of taxa: 781,#B7AD13,circle,0.9,0.9
SO59A,812,Number of taxa: 812,#B7AD13,circle,0.9,0.9
SO60A,1220,Number of taxa: 1220,#B29215,circle,0.9,0.9
SO62A,959,Number of taxa: 959,#B7AD13,circle,0.9,0.9
SO67A,884,Number of taxa: 884,#B7AD13,circle,0.9,0.9
SO68A,727,Number of taxa: 727,#BCC812,circle,0.9,0.9
SO69A,815,Number of taxa: 815,#B7AD13,circle,0.9,0.9
SO74A,1424,Number of taxa: 1424,#AD7716,circle,0.9,0.9
SO77A,1184,Number of taxa: 1184,#B29215,circle,0.9,0.9
SO78A,977,Number of taxa: 977,#B7AD13,circle,0.9,0.9
SO84A,1236,Number of taxa: 1236,#B29215,circle,0.9,0.9
SO87A,1331,Number of taxa: 1331,#AD7716,circle,0.9,0.9
SO99A,1237,Number of taxa: 1237,#B29215,circle,0.9,0.9
SP09A,1224,Number of taxa: 1224,#B29215,circle,0.9,0.9
SP12A,1002,Number of taxa: 1002,#B29215,circle,0.9,0.9
SP16A,946,Number of taxa: 946,#B7AD13,circle,0.9,0.9
SP28A,981,Number of taxa: 981,#B7AD13,circle,0.9,0.9
SP33A,927,Number of taxa: 927,#B7AD13,circle,0.9,0.9
SP36A,1090,Number of taxa: 1090,#B29215,circle,0.9,0.9
SP39A,975,Number of taxa: 975,#B7AD13,circle,0.9,0.9
SP41A,1187,Number of taxa: 1187,#B29215,circle,0.9,0.9
SP59A,1028,Number of taxa: 1028,#B29215,circle,0.9,0.9
SP73A,870,Number of taxa: 870,#B7AD13,circle,0.9,0.9
SP83A,1082,Number of taxa: 1082,#B29215,circle,0.9,0.9
SP85A,945,Number of taxa: 945,#B7AD13,circle,0.9,0.9
SP92A,1069,Number of taxa: 1069,#B29215,circle,0.9,0.9
SP93A,1057,Number of taxa: 1057,#B29215,circle,0.9,0.9
SP94A,762,Number of taxa: 762,#B7AD13,circle,0.9,0.9
SS21A,879,Number of taxa: 879,#B7AD13,circle,0.9,0.9
SS88A,946,Number of taxa: 946,#B7AD13,circle,0.9,0.9
SS89A,720,Number of taxa: 720,#BCC812,circle,0.9,0.9
ST01A,943,Number of taxa: 943,#B7AD13,circle,0.9,0.9
ST03A,1030,Number of taxa: 1030,#B29215,circle,0.9,0.9
ST11A,941,Number of taxa: 941,#B7AD13,circle,0.9,0.9
ST29A,955,Number of taxa: 955,#B7AD13,circle,0.9,0.9
ST38A,1123,Number of taxa: 1123,#B29215,circle,0.9,0.9
ST39A,958,Number of taxa: 958,#B7AD13,circle,0.9,0.9
ST48A,1007,Number of taxa: 1007,#B29215,circle,0.9,0.9
ST49A,982,Number of taxa: 982,#B7AD13,circle,0.9,0.9
ST59A,1296,Number of taxa: 1296,#AD7716,circle,0.9,0.9
ST61A,1089,Number of taxa: 1089,#B29215,circle,0.9,0.9
ST79A,936,Number of taxa: 936,#B7AD13,circle,0.9,0.9
ST80A,1058,Number of taxa: 1058,#B29215,circle,0.9,0.9
ST87A,916,Number of taxa: 916,#B7AD13,circle,0.9,0.9
ST90A,1073,Number of taxa: 1073,#B29215,circle,0.9,0.9
ST93A,888,Number of taxa: 888,#B7AD13,circle,0.9,0.9
ST96A,1021,Number of taxa: 1021,#B29215,circle,0.9,0.9
SU00A,1165,Number of taxa: 1165,#B29215,circle,0.9,0.9
SU22A,1071,Number of taxa: 1071,#B29215,circle,0.9,0.9
SU26A,939,Number of taxa: 939,#B7AD13,circle,0.9,0.9
SU32A,1188,Number of taxa: 1188,#B29215,circle,0.9,0.9
SU40A,1289,Number of taxa: 1289,#AD7716,circle,0.9,0.9
SU41A,1541,Number of taxa: 1541,#A85C17,circle,0.9,0.9
SU45A,918,Number of taxa: 918,#B7AD13,circle,0.9,0.9
SU46A,1360,Number of taxa: 1360,#AD7716,circle,0.9,0.9
SU47A,986,Number of taxa: 986,#B7AD13,circle,0.9,0.9
SU53A,1068,Number of taxa: 1068,#B29215,circle,0.9,0.9
SU56A,1258,Number of taxa: 1258,#AD7716,circle,0.9,0.9
SU66A,1215,Number of taxa: 1215,#B29215,circle,0.9,0.9
SU67A,1301,Number of taxa: 1301,#AD7716,circle,0.9,0.9
SU76A,1326,Number of taxa: 1326,#AD7716,circle,0.9,0.9
SU80A,1207,Number of taxa: 1207,#B29215,circle,0.9,0.9
SU85A,1372,Number of taxa: 1372,#AD7716,circle,0.9,0.9
SU87A,1186,Number of taxa: 1186,#B29215,circle,0.9,0.9
SU93A,1201,Number of taxa: 1201,#B29215,circle,0.9,0.9
SU95A,1397,Number of taxa: 1397,#AD7716,circle,0.9,0.9
SU97A,1430,Number of taxa: 1430,#AD7716,circle,0.9,0.9
SX06A,1008,Number of taxa: 1008,#B29215,circle,0.9,0.9
SX26A,1019,Number of taxa: 1019,#B29215,circle,0.9,0.9
SX38A,967,Number of taxa: 967,#B7AD13,circle,0.9,0.9
SX58A,692,Number of taxa: 692,#BCC812,circle,0.9,0.9
SX64A,1005,Number of taxa: 1005,#B29215,circle,0.9,0.9
SX79A,812,Number of taxa: 812,#B7AD13,circle,0.9,0.9
SX88A,991,Number of taxa: 991,#B7AD13,circle,0.9,0.9
SX89A,880,Number of taxa: 880,#B7AD13,circle,0.9,0.9
SY09A,1031,Number of taxa: 1031,#B29215,circle,0.9,0.9
SY18A,1003,Number of taxa: 1003,#B29215,circle,0.9,0.9
SY19A,916,Number of taxa: 916,#B7AD13,circle,0.9,0.9
SY29A,1048,Number of taxa: 1048,#B29215,circle,0.9,0.9
SY88A,1244,Number of taxa: 1244,#B29215,circle,0.9,0.9
SY99A,1253,Number of taxa: 1253,#AD7716,circle,0.9,0.9
SZ29A,1391,Number of taxa: 1391,#AD7716,circle,0.9,0.9
SZ38A,1180,Number of taxa: 1180,#B29215,circle,0.9,0.9
SZ39A,1378,Number of taxa: 1378,#AD7716,circle,0.9,0.9
SZ58A,1307,Number of taxa: 1307,#AD7716,circle,0.9,0.9
SZ59A,1197,Number of taxa: 1197,#B29215,circle,0.9,0.9
TA00A,887,Number of taxa: 887,#B7AD13,circle,0.9,0.9
TA01A,887,Number of taxa: 887,#B7AD13,circle,0.9,0.9
TA11A,883,Number of taxa: 883,#B7AD13,circle,0.9,0.9
TF02A,957,Number of taxa: 957,#B7AD13,circle,0.9,0.9
TF09A,884,Number of taxa: 884,#B7AD13,circle,0.9,0.9
TF16A,926,Number of taxa: 926,#B7AD13,circle,0.9,0.9
TF18A,862,Number of taxa: 862,#B7AD13,circle,0.9,0.9
TF19A,893,Number of taxa: 893,#B7AD13,circle,0.9,0.9
TF25A,866,Number of taxa: 866,#B7AD13,circle,0.9,0.9
TF26A,1053,Number of taxa: 1053,#B29215,circle,0.9,0.9
TF27A,790,Number of taxa: 790,#B7AD13,circle,0.9,0.9
TF28A,773,Number of taxa: 773,#B7AD13,circle,0.9,0.9
TF34A,985,Number of taxa: 985,#B7AD13,circle,0.9,0.9
TF35A,789,Number of taxa: 789,#B7AD13,circle,0.9,0.9
TF38A,949,Number of taxa: 949,#B7AD13,circle,0.9,0.9
TF39A,757,Number of taxa: 757,#B7AD13,circle,0.9,0.9
TF47A,882,Number of taxa: 882,#B7AD13,circle,0.9,0.9
TF48A,806,Number of taxa: 806,#B7AD13,circle,0.9,0.9
TF60A,988,Number of taxa: 988,#B7AD13,circle,0.9,0.9
TF61A,1149,Number of taxa: 1149,#B29215,circle,0.9,0.9
TF62A,1262,Number of taxa: 1262,#AD7716,circle,0.9,0.9
TF70A,978,Number of taxa: 978,#B7AD13,circle,0.9,0.9
TF72A,958,Number of taxa: 958,#B7AD13,circle,0.9,0.9
TF73A,751,Number of taxa: 751,#B7AD13,circle,0.9,0.9
TF81A,855,Number of taxa: 855,#B7AD13,circle,0.9,0.9
TF82A,891,Number of taxa: 891,#B7AD13,circle,0.9,0.9
TF83A,881,Number of taxa: 881,#B7AD13,circle,0.9,0.9
TF91A,1022,Number of taxa: 1022,#B29215,circle,0.9,0.9
TF92A,1045,Number of taxa: 1045,#B29215,circle,0.9,0.9
TG01A,989,Number of taxa: 989,#B7AD13,circle,0.9,0.9
TG03A,1081,Number of taxa: 1081,#B29215,circle,0.9,0.9
TG12A,1028,Number of taxa: 1028,#B29215,circle,0.9,0.9
TG20A,1336,Number of taxa: 1336,#AD7716,circle,0.9,0.9
TG22A,966,Number of taxa: 966,#B7AD13,circle,0.9,0.9
TG23A,1035,Number of taxa: 1035,#B29215,circle,0.9,0.9
TG32A,1041,Number of taxa: 1041,#B29215,circle,0.9,0.9
TG33A,841,Number of taxa: 841,#B7AD13,circle,0.9,0.9
TG40A,1076,Number of taxa: 1076,#B29215,circle,0.9,0.9
TL04A,989,Number of taxa: 989,#B7AD13,circle,0.9,0.9
TL05A,997,Number of taxa: 997,#B7AD13,circle,0.9,0.9
TL09A,1100,Number of taxa: 1100,#B29215,circle,0.9,0.9
TL14A,1067,Number of taxa: 1067,#B29215,circle,0.9,0.9
TL40A,1155,Number of taxa: 1155,#B29215,circle,0.9,0.9
TL41A,1144,Number of taxa: 1144,#B29215,circle,0.9,0.9
TL56A,1110,Number of taxa: 1110,#B29215,circle,0.9,0.9
TL60A,995,Number of taxa: 995,#B7AD13,circle,0.9,0.9
TL73A,918,Number of taxa: 918,#B7AD13,circle,0.9,0.9
TL77A,1137,Number of taxa: 1137,#B29215,circle,0.9,0.9
TL78A,1174,Number of taxa: 1174,#B29215,circle,0.9,0.9
TL79A,997,Number of taxa: 997,#B7AD13,circle,0.9,0.9
TL84A,1027,Number of taxa: 1027,#B29215,circle,0.9,0.9
TL87A,986,Number of taxa: 986,#B7AD13,circle,0.9,0.9
TL88A,1076,Number of taxa: 1076,#B29215,circle,0.9,0.9
TL93A,993,Number of taxa: 993,#B7AD13,circle,0.9,0.9
TL98A,919,Number of taxa: 919,#B7AD13,circle,0.9,0.9
TL99A,1044,Number of taxa: 1044,#B29215,circle,0.9,0.9
TM02A,1152,Number of taxa: 1152,#B29215,circle,0.9,0.9
TM08A,957,Number of taxa: 957,#B7AD13,circle,0.9,0.9
TM09A,944,Number of taxa: 944,#B7AD13,circle,0.9,0.9
TM29A,920,Number of taxa: 920,#B7AD13,circle,0.9,0.9
TM34A,973,Number of taxa: 973,#B7AD13,circle,0.9,0.9
TM35A,1125,Number of taxa: 1125,#B29215,circle,0.9,0.9
TM39A,1079,Number of taxa: 1079,#B29215,circle,0.9,0.9
TM45A,1062,Number of taxa: 1062,#B29215,circle,0.9,0.9
TM47A,1270,Number of taxa: 1270,#AD7716,circle,0.9,0.9
TQ05A,1712,Number of taxa: 1712,#A85C17,circle,0.9,0.9
TQ09A,1498,Number of taxa: 1498,#AD7716,circle,0.9,0.9
TQ16A,1668,Number of taxa: 1668,#A85C17,circle,0.9,0.9
TQ25A,1627,Number of taxa: 1627,#A85C17,circle,0.9,0.9
TQ38A,1750,Number of taxa: 1750,#A44119,circle,0.9,0.9
TQ50A,1237,Number of taxa: 1237,#B29215,circle,0.9,0.9
TQ51A,987,Number of taxa: 987,#B7AD13,circle,0.9,0.9
TQ52A,952,Number of taxa: 952,#B7AD13,circle,0.9,0.9
TQ59A,1363,Number of taxa: 1363,#AD7716,circle,0.9,0.9
TQ63A,940,Number of taxa: 940,#B7AD13,circle,0.9,0.9
TQ71A,985,Number of taxa: 985,#B7AD13,circle,0.9,0.9
TQ79A,870,Number of taxa: 870,#B7AD13,circle,0.9,0.9
TQ93A,833,Number of taxa: 833,#B7AD13,circle,0.9,0.9
W65A,615,Number of taxa: 615,#BCC812,circle,0.9,0.9
H68A,462,Number of taxa: 462,#C1E311,circle,0.9,0.9
J11A,735,Number of taxa: 735,#BCC812,circle,0.9,0.9
J21A,774,Number of taxa: 774,#B7AD13,circle,0.9,0.9
J22A,478,Number of taxa: 478,#C1E311,circle,0.9,0.9
J24A,455,Number of taxa: 455,#C1E311,circle,0.9,0.9
J55A,771,Number of taxa: 771,#B7AD13,circle,0.9,0.9
NH88A,740,Number of taxa: 740,#BCC812,circle,0.9,0.9
NH98A,561,Number of taxa: 561,#BCC812,circle,0.9,0.9
NJ11A,548,Number of taxa: 548,#BCC812,circle,0.9,0.9
NX18A,635,Number of taxa: 635,#BCC812,circle,0.9,0.9
NX28A,470,Number of taxa: 470,#C1E311,circle,0.9,0.9
R16A,375,Number of taxa: 375,#C1E311,circle,0.9,0.9
R58A,436,Number of taxa: 436,#C1E311,circle,0.9,0.9
S11A,572,Number of taxa: 572,#BCC812,circle,0.9,0.9
SD32A,1248,Number of taxa: 1248,#B29215,circle,0.9,0.9
SD77A,820,Number of taxa: 820,#B7AD13,circle,0.9,0.9
SD97A,758,Number of taxa: 758,#B7AD13,circle,0.9,0.9
SE05A,822,Number of taxa: 822,#B7AD13,circle,0.9,0.9
SE98A,991,Number of taxa: 991,#B7AD13,circle,0.9,0.9
SJ34A,891,Number of taxa: 891,#B7AD13,circle,0.9,0.9
SJ95A,939,Number of taxa: 939,#B7AD13,circle,0.9,0.9
SK03A,851,Number of taxa: 851,#B7AD13,circle,0.9,0.9
SK40A,913,Number of taxa: 913,#B7AD13,circle,0.9,0.9
SK50A,1329,Number of taxa: 1329,#AD7716,circle,0.9,0.9
SN42A,930,Number of taxa: 930,#B7AD13,circle,0.9,0.9
SN61A,1038,Number of taxa: 1038,#B29215,circle,0.9,0.9
SP58A,884,Number of taxa: 884,#B7AD13,circle,0.9,0.9
SP72A,822,Number of taxa: 822,#B7AD13,circle,0.9,0.9
SS80A,816,Number of taxa: 816,#B7AD13,circle,0.9,0.9
ST13A,976,Number of taxa: 976,#B7AD13,circle,0.9,0.9
SU25A,823,Number of taxa: 823,#B7AD13,circle,0.9,0.9
SU39A,1076,Number of taxa: 1076,#B29215,circle,0.9,0.9
SU49A,1290,Number of taxa: 1290,#AD7716,circle,0.9,0.9
SU54A,907,Number of taxa: 907,#B7AD13,circle,0.9,0.9
SU74A,1040,Number of taxa: 1040,#B29215,circle,0.9,0.9
SZ08A,1498,Number of taxa: 1498,#AD7716,circle,0.9,0.9
TF07A,939,Number of taxa: 939,#B7AD13,circle,0.9,0.9
TL13A,1122,Number of taxa: 1122,#B29215,circle,0.9,0.9
TL36A,1019,Number of taxa: 1019,#B29215,circle,0.9,0.9
TL61A,802,Number of taxa: 802,#B7AD13,circle,0.9,0.9
TQ07A,1496,Number of taxa: 1496,#AD7716,circle,0.9,0.9
TQ17A,1841,Number of taxa: 1841,#A44119,circle,0.9,0.9
TQ18A,1469,Number of taxa: 1469,#AD7716,circle,0.9,0.9
TQ28A,1753,Number of taxa: 1753,#A44119,circle,0.9,0.9
TQ36A,1519,Number of taxa: 1519,#A85C17,circle,0.9,0.9
TQ39A,1389,Number of taxa: 1389,#AD7716,circle,0.9,0.9
TQ48A,1469,Number of taxa: 1469,#AD7716,circle,0.9,0.9
TQ49A,1306,Number of taxa: 1306,#AD7716,circle,0.9,0.9
TQ56A,1338,Number of taxa: 1338,#AD7716,circle,0.9,0.9
TQ57A,1640,Number of taxa: 1640,#A85C17,circle,0.9,0.9
TQ58A,1437,Number of taxa: 1437,#AD7716,circle,0.9,0.9
TQ66A,1211,Number of taxa: 1211,#B29215,circle,0.9,0.9
TQ68A,1236,Number of taxa: 1236,#B29215,circle,0.9,0.9
TR06A,1116,Number of taxa: 1116,#B29215,circle,0.9,0.9
C13A,516,Number of taxa: 516,#BCC812,circle,0.9,0.9
C41A,637,Number of taxa: 637,#BCC812,circle,0.9,0.9
C54A,477,Number of taxa: 477,#C1E311,circle,0.9,0.9
C82A,543,Number of taxa: 543,#BCC812,circle,0.9,0.9
C83A,769,Number of taxa: 769,#B7AD13,circle,0.9,0.9
C93A,502,Number of taxa: 502,#BCC812,circle,0.9,0.9
D13A,451,Number of taxa: 451,#C1E311,circle,0.9,0.9
D31A,636,Number of taxa: 636,#BCC812,circle,0.9,0.9
F83A,360,Number of taxa: 360,#C1E311,circle,0.9,0.9
G20A,551,Number of taxa: 551,#BCC812,circle,0.9,0.9
G79A,589,Number of taxa: 589,#BCC812,circle,0.9,0.9
G85A,587,Number of taxa: 587,#BCC812,circle,0.9,0.9
H35A,512,Number of taxa: 512,#BCC812,circle,0.9,0.9
H47A,584,Number of taxa: 584,#BCC812,circle,0.9,0.9
H55A,585,Number of taxa: 585,#BCC812,circle,0.9,0.9
H63A,613,Number of taxa: 613,#BCC812,circle,0.9,0.9
H74A,635,Number of taxa: 635,#BCC812,circle,0.9,0.9
H75A,585,Number of taxa: 585,#BCC812,circle,0.9,0.9
H83A,510,Number of taxa: 510,#BCC812,circle,0.9,0.9
H84A,656,Number of taxa: 656,#BCC812,circle,0.9,0.9
H86A,717,Number of taxa: 717,#BCC812,circle,0.9,0.9
H89A,616,Number of taxa: 616,#BCC812,circle,0.9,0.9
H95A,659,Number of taxa: 659,#BCC812,circle,0.9,0.9
HU48A,374,Number of taxa: 374,#C1E311,circle,0.9,0.9
HU58A,312,Number of taxa: 312,#C1E311,circle,0.9,0.9
HY32A,527,Number of taxa: 527,#BCC812,circle,0.9,0.9
J03A,631,Number of taxa: 631,#BCC812,circle,0.9,0.9
J15A,572,Number of taxa: 572,#BCC812,circle,0.9,0.9
J17A,595,Number of taxa: 595,#BCC812,circle,0.9,0.9
J35A,567,Number of taxa: 567,#BCC812,circle,0.9,0.9
J36A,745,Number of taxa: 745,#BCC812,circle,0.9,0.9
J39A,587,Number of taxa: 587,#BCC812,circle,0.9,0.9
J44A,738,Number of taxa: 738,#BCC812,circle,0.9,0.9
J45A,677,Number of taxa: 677,#BCC812,circle,0.9,0.9
J46A,709,Number of taxa: 709,#BCC812,circle,0.9,0.9
J57A,764,Number of taxa: 764,#B7AD13,circle,0.9,0.9
L64A,569,Number of taxa: 569,#BCC812,circle,0.9,0.9
M05A,507,Number of taxa: 507,#BCC812,circle,0.9,0.9
N11A,527,Number of taxa: 527,#BCC812,circle,0.9,0.9
N92A,572,Number of taxa: 572,#BCC812,circle,0.9,0.9
NC12A,458,Number of taxa: 458,#C1E311,circle,0.9,0.9
NC21A,506,Number of taxa: 506,#BCC812,circle,0.9,0.9
NC42A,342,Number of taxa: 342,#C1E311,circle,0.9,0.9
NC60A,490,Number of taxa: 490,#C1E311,circle,0.9,0.9
