gr,richness,caption,colour,shape,opacity,size
TM11A,880,Number of taxa: 880,#B7AD13,circle,0.9,0.9
TM12A,838,Number of taxa: 838,#B7AD13,circle,0.9,0.9
TM14A,1267,Number of taxa: 1267,#AD7716,circle,0.9,0.9
TM19A,920,Number of taxa: 920,#B7AD13,circle,0.9,0.9
TM33A,885,Number of taxa: 885,#B7AD13,circle,0.9,0.9
TM37A,905,Number of taxa: 905,#B7AD13,circle,0.9,0.9
TM57A,885,Number of taxa: 885,#B7AD13,circle,0.9,0.9
TM59A,1163,Number of taxa: 1163,#B29215,circle,0.9,0.9
TQ00A,1316,Number of taxa: 1316,#AD7716,circle,0.9,0.9
TQ02A,893,Number of taxa: 893,#B7AD13,circle,0.9,0.9
TQ04A,1363,Number of taxa: 1363,#AD7716,circle,0.9,0.9
TQ19A,1374,Number of taxa: 1374,#AD7716,circle,0.9,0.9
TQ32A,1108,Number of taxa: 1108,#B29215,circle,0.9,0.9
TQ34A,1114,Number of taxa: 1114,#B29215,circle,0.9,0.9
TQ41A,1138,Number of taxa: 1138,#B29215,circle,0.9,0.9
TQ55A,1262,Number of taxa: 1262,#AD7716,circle,0.9,0.9
TQ62A,874,Number of taxa: 874,#B7AD13,circle,0.9,0.9
TQ69A,1109,Number of taxa: 1109,#B29215,circle,0.9,0.9
TQ70A,1036,Number of taxa: 1036,#B29215,circle,0.9,0.9
TQ76A,1206,Number of taxa: 1206,#B29215,circle,0.9,0.9
TQ82A,965,Number of taxa: 965,#B7AD13,circle,0.9,0.9
TQ91A,940,Number of taxa: 940,#B7AD13,circle,0.9,0.9
TR01A,864,Number of taxa: 864,#B7AD13,circle,0.9,0.9
TR16A,1087,Number of taxa: 1087,#B29215,circle,0.9,0.9
TR35A,1119,Number of taxa: 1119,#B29215,circle,0.9,0.9
TR36A,973,Number of taxa: 973,#B7AD13,circle,0.9,0.9
TR37A,454,Number of taxa: 454,#C1E311,circle,0.9,0.9
TV69A,703,Number of taxa: 703,#BCC812,circle,0.9,0.9
W36A,494,Number of taxa: 494,#C1E311,circle,0.9,0.9
WA50A,1055,Number of taxa: 1055,#B29215,circle,0.9,0.9
WV37A,1048,Number of taxa: 1048,#B29215,circle,0.9,0.9
WV55A,960,Number of taxa: 960,#B7AD13,circle,0.9,0.9
WV64A,1011,Number of taxa: 1011,#B29215,circle,0.9,0.9
WV65A,1059,Number of taxa: 1059,#B29215,circle,0.9,0.9
WV75A,619,Number of taxa: 619,#BCC812,circle,0.9,0.9
NC90A,790,Number of taxa: 790,#B7AD13,circle,0.9,0.9
SD81A,931,Number of taxa: 931,#B7AD13,circle,0.9,0.9
SK11A,966,Number of taxa: 966,#B7AD13,circle,0.9,0.9
SK27A,1041,Number of taxa: 1041,#B29215,circle,0.9,0.9
SK44A,1139,Number of taxa: 1139,#B29215,circle,0.9,0.9
SP10A,776,Number of taxa: 776,#B7AD13,circle,0.9,0.9
SP19A,1107,Number of taxa: 1107,#B29215,circle,0.9,0.9
ST65A,985,Number of taxa: 985,#B7AD13,circle,0.9,0.9
ST69A,938,Number of taxa: 938,#B7AD13,circle,0.9,0.9
SU38A,971,Number of taxa: 971,#B7AD13,circle,0.9,0.9
SU43A,1037,Number of taxa: 1037,#B29215,circle,0.9,0.9
SU51A,1192,Number of taxa: 1192,#B29215,circle,0.9,0.9
SU81A,1042,Number of taxa: 1042,#B29215,circle,0.9,0.9
TM17A,962,Number of taxa: 962,#B7AD13,circle,0.9,0.9
TQ89A,934,Number of taxa: 934,#B7AD13,circle,0.9,0.9
TR34A,984,Number of taxa: 984,#B7AD13,circle,0.9,0.9
C20A,341,Number of taxa: 341,#C1E311,circle,0.9,0.9
C34A,555,Number of taxa: 555,#BCC812,circle,0.9,0.9
C42A,528,Number of taxa: 528,#BCC812,circle,0.9,0.9
C61A,459,Number of taxa: 459,#C1E311,circle,0.9,0.9
D10A,549,Number of taxa: 549,#BCC812,circle,0.9,0.9
D22A,677,Number of taxa: 677,#BCC812,circle,0.9,0.9
G57A,453,Number of taxa: 453,#C1E311,circle,0.9,0.9
G72A,527,Number of taxa: 527,#BCC812,circle,0.9,0.9
G90A,480,Number of taxa: 480,#C1E311,circle,0.9,0.9
G95A,690,Number of taxa: 690,#BCC812,circle,0.9,0.9
H01A,409,Number of taxa: 409,#C1E311,circle,0.9,0.9
H14A,611,Number of taxa: 611,#BCC812,circle,0.9,0.9
H38A,543,Number of taxa: 543,#BCC812,circle,0.9,0.9
H50A,393,Number of taxa: 393,#C1E311,circle,0.9,0.9
H52A,548,Number of taxa: 548,#BCC812,circle,0.9,0.9
H53A,534,Number of taxa: 534,#BCC812,circle,0.9,0.9
H64A,504,Number of taxa: 504,#BCC812,circle,0.9,0.9
H67A,527,Number of taxa: 527,#BCC812,circle,0.9,0.9
H70A,473,Number of taxa: 473,#C1E311,circle,0.9,0.9
H76A,672,Number of taxa: 672,#BCC812,circle,0.9,0.9
H85A,711,Number of taxa: 711,#BCC812,circle,0.9,0.9
H87A,754,Number of taxa: 754,#B7AD13,circle,0.9,0.9
H90A,489,Number of taxa: 489,#C1E311,circle,0.9,0.9
J00A,560,Number of taxa: 560,#BCC812,circle,0.9,0.9
J05A,679,Number of taxa: 679,#BCC812,circle,0.9,0.9
J06A,684,Number of taxa: 684,#BCC812,circle,0.9,0.9
J10A,563,Number of taxa: 563,#BCC812,circle,0.9,0.9
J13A,422,Number of taxa: 422,#C1E311,circle,0.9,0.9
J26A,678,Number of taxa: 678,#BCC812,circle,0.9,0.9
J53A,655,Number of taxa: 655,#BCC812,circle,0.9,0.9
J64A,552,Number of taxa: 552,#BCC812,circle,0.9,0.9
J65A,644,Number of taxa: 644,#BCC812,circle,0.9,0.9
J67A,461,Number of taxa: 461,#C1E311,circle,0.9,0.9
L97A,358,Number of taxa: 358,#C1E311,circle,0.9,0.9
M17A,603,Number of taxa: 603,#BCC812,circle,0.9,0.9
M19A,484,Number of taxa: 484,#C1E311,circle,0.9,0.9
M23A,623,Number of taxa: 623,#BCC812,circle,0.9,0.9
M39A,359,Number of taxa: 359,#C1E311,circle,0.9,0.9
M54A,421,Number of taxa: 421,#C1E311,circle,0.9,0.9
M59A,395,Number of taxa: 395,#C1E311,circle,0.9,0.9
M85A,449,Number of taxa: 449,#C1E311,circle,0.9,0.9
M88A,376,Number of taxa: 376,#C1E311,circle,0.9,0.9
N00A,687,Number of taxa: 687,#BCC812,circle,0.9,0.9
N01A,639,Number of taxa: 639,#BCC812,circle,0.9,0.9
N02A,522,Number of taxa: 522,#BCC812,circle,0.9,0.9
N04A,633,Number of taxa: 633,#BCC812,circle,0.9,0.9
N08A,491,Number of taxa: 491,#C1E311,circle,0.9,0.9
N14A,515,Number of taxa: 515,#BCC812,circle,0.9,0.9
N23A,574,Number of taxa: 574,#BCC812,circle,0.9,0.9
N41A,464,Number of taxa: 464,#C1E311,circle,0.9,0.9
N55A,487,Number of taxa: 487,#C1E311,circle,0.9,0.9
N56A,522,Number of taxa: 522,#BCC812,circle,0.9,0.9
N66A,466,Number of taxa: 466,#C1E311,circle,0.9,0.9
N68A,463,Number of taxa: 463,#C1E311,circle,0.9,0.9
N72A,534,Number of taxa: 534,#BCC812,circle,0.9,0.9
N77A,375,Number of taxa: 375,#C1E311,circle,0.9,0.9
N80A,528,Number of taxa: 528,#BCC812,circle,0.9,0.9
N81A,504,Number of taxa: 504,#BCC812,circle,0.9,0.9
N82A,570,Number of taxa: 570,#BCC812,circle,0.9,0.9
N97A,467,Number of taxa: 467,#C1E311,circle,0.9,0.9
N98A,485,Number of taxa: 485,#C1E311,circle,0.9,0.9
N99A,508,Number of taxa: 508,#BCC812,circle,0.9,0.9
NB43A,613,Number of taxa: 613,#BCC812,circle,0.9,0.9
NB44A,348,Number of taxa: 348,#C1E311,circle,0.9,0.9
NC03A,474,Number of taxa: 474,#C1E311,circle,0.9,0.9
NC46A,513,Number of taxa: 513,#BCC812,circle,0.9,0.9
NC55A,521,Number of taxa: 521,#BCC812,circle,0.9,0.9
ND16A,638,Number of taxa: 638,#BCC812,circle,0.9,0.9
NF72A,558,Number of taxa: 558,#BCC812,circle,0.9,0.9
NG19A,472,Number of taxa: 472,#C1E311,circle,0.9,0.9
NG24A,602,Number of taxa: 602,#BCC812,circle,0.9,0.9
NG44A,660,Number of taxa: 660,#BCC812,circle,0.9,0.9
NG60A,586,Number of taxa: 586,#BCC812,circle,0.9,0.9
NH19A,626,Number of taxa: 626,#BCC812,circle,0.9,0.9
NH22A,424,Number of taxa: 424,#C1E311,circle,0.9,0.9
NH62A,454,Number of taxa: 454,#C1E311,circle,0.9,0.9
NH75A,796,Number of taxa: 796,#B7AD13,circle,0.9,0.9
NJ17A,402,Number of taxa: 402,#C1E311,circle,0.9,0.9
NJ22A,498,Number of taxa: 498,#C1E311,circle,0.9,0.9
NJ23A,481,Number of taxa: 481,#C1E311,circle,0.9,0.9
NJ84A,418,Number of taxa: 418,#C1E311,circle,0.9,0.9
NK04A,499,Number of taxa: 499,#C1E311,circle,0.9,0.9
NM22A,582,Number of taxa: 582,#BCC812,circle,0.9,0.9
NM25A,545,Number of taxa: 545,#BCC812,circle,0.9,0.9
NM47A,510,Number of taxa: 510,#BCC812,circle,0.9,0.9
NM48A,685,Number of taxa: 685,#BCC812,circle,0.9,0.9
NM73A,599,Number of taxa: 599,#BCC812,circle,0.9,0.9
NN07A,666,Number of taxa: 666,#BCC812,circle,0.9,0.9
NN24A,377,Number of taxa: 377,#C1E311,circle,0.9,0.9
NN32A,496,Number of taxa: 496,#C1E311,circle,0.9,0.9
NN49A,275,Number of taxa: 275,#C1E311,circle,0.9,0.9
NN83A,468,Number of taxa: 468,#C1E311,circle,0.9,0.9
NO17A,530,Number of taxa: 530,#BCC812,circle,0.9,0.9
NO33A,740,Number of taxa: 740,#BCC812,circle,0.9,0.9
NO34A,625,Number of taxa: 625,#BCC812,circle,0.9,0.9
NO44A,531,Number of taxa: 531,#BCC812,circle,0.9,0.9
NO50A,666,Number of taxa: 666,#BCC812,circle,0.9,0.9
NO51A,804,Number of taxa: 804,#B7AD13,circle,0.9,0.9
NO60A,609,Number of taxa: 609,#BCC812,circle,0.9,0.9
NO61A,430,Number of taxa: 430,#C1E311,circle,0.9,0.9
NO64A,733,Number of taxa: 733,#BCC812,circle,0.9,0.9
NO65A,751,Number of taxa: 751,#B7AD13,circle,0.9,0.9
NO87A,615,Number of taxa: 615,#BCC812,circle,0.9,0.9
NO99A,575,Number of taxa: 575,#BCC812,circle,0.9,0.9
NR56A,537,Number of taxa: 537,#BCC812,circle,0.9,0.9
NR70A,475,Number of taxa: 475,#C1E311,circle,0.9,0.9
NR71A,537,Number of taxa: 537,#BCC812,circle,0.9,0.9
NR72A,684,Number of taxa: 684,#BCC812,circle,0.9,0.9
NS14A,514,Number of taxa: 514,#BCC812,circle,0.9,0.9
NS24A,867,Number of taxa: 867,#B7AD13,circle,0.9,0.9
NS25A,742,Number of taxa: 742,#BCC812,circle,0.9,0.9
NS31A,742,Number of taxa: 742,#BCC812,circle,0.9,0.9
NS32A,764,Number of taxa: 764,#B7AD13,circle,0.9,0.9
NS33A,785,Number of taxa: 785,#B7AD13,circle,0.9,0.9
NS35A,748,Number of taxa: 748,#BCC812,circle,0.9,0.9
NS42A,536,Number of taxa: 536,#BCC812,circle,0.9,0.9
NS45A,702,Number of taxa: 702,#BCC812,circle,0.9,0.9
NS46A,871,Number of taxa: 871,#B7AD13,circle,0.9,0.9
NS47A,1081,Number of taxa: 1081,#B29215,circle,0.9,0.9
NS50A,417,Number of taxa: 417,#C1E311,circle,0.9,0.9
NS53A,454,Number of taxa: 454,#C1E311,circle,0.9,0.9
NS54A,396,Number of taxa: 396,#C1E311,circle,0.9,0.9
NS55A,878,Number of taxa: 878,#B7AD13,circle,0.9,0.9
NS57A,993,Number of taxa: 993,#B7AD13,circle,0.9,0.9
NS61A,455,Number of taxa: 455,#C1E311,circle,0.9,0.9
NS66A,1120,Number of taxa: 1120,#B29215,circle,0.9,0.9
NS67A,840,Number of taxa: 840,#B7AD13,circle,0.9,0.9
NS70A,495,Number of taxa: 495,#C1E311,circle,0.9,0.9
NS75A,840,Number of taxa: 840,#B7AD13,circle,0.9,0.9
NS76A,795,Number of taxa: 795,#B7AD13,circle,0.9,0.9
NS83A,623,Number of taxa: 623,#BCC812,circle,0.9,0.9
NS85A,568,Number of taxa: 568,#BCC812,circle,0.9,0.9
NS88A,593,Number of taxa: 593,#BCC812,circle,0.9,0.9
NS92A,479,Number of taxa: 479,#C1E311,circle,0.9,0.9
NT28A,970,Number of taxa: 970,#B7AD13,circle,0.9,0.9
NT29A,1001,Number of taxa: 1001,#B29215,circle,0.9,0.9
NT69A,228,Number of taxa: 228,#C6FF10,circle,0.9,0.9
NT87A,489,Number of taxa: 489,#C1E311,circle,0.9,0.9
NT94A,798,Number of taxa: 798,#B7AD13,circle,0.9,0.9
NU05A,487,Number of taxa: 487,#C1E311,circle,0.9,0.9
NW96A,544,Number of taxa: 544,#BCC812,circle,0.9,0.9
NX04A,586,Number of taxa: 586,#BCC812,circle,0.9,0.9
NX05A,624,Number of taxa: 624,#BCC812,circle,0.9,0.9
NX07A,539,Number of taxa: 539,#BCC812,circle,0.9,0.9
NX15A,764,Number of taxa: 764,#B7AD13,circle,0.9,0.9
NX44A,669,Number of taxa: 669,#BCC812,circle,0.9,0.9
NX45A,798,Number of taxa: 798,#B7AD13,circle,0.9,0.9
NX54A,578,Number of taxa: 578,#BCC812,circle,0.9,0.9
NX57A,440,Number of taxa: 440,#C1E311,circle,0.9,0.9
NX64A,816,Number of taxa: 816,#B7AD13,circle,0.9,0.9
NX66A,629,Number of taxa: 629,#BCC812,circle,0.9,0.9
NX69A,438,Number of taxa: 438,#C1E311,circle,0.9,0.9
NX91A,748,Number of taxa: 748,#BCC812,circle,0.9,0.9
NX92A,732,Number of taxa: 732,#BCC812,circle,0.9,0.9
NX95A,855,Number of taxa: 855,#B7AD13,circle,0.9,0.9
NX99A,502,Number of taxa: 502,#BCC812,circle,0.9,0.9
NY00A,853,Number of taxa: 853,#B7AD13,circle,0.9,0.9
NY01A,762,Number of taxa: 762,#B7AD13,circle,0.9,0.9
NY02A,815,Number of taxa: 815,#B7AD13,circle,0.9,0.9
NY03A,875,Number of taxa: 875,#B7AD13,circle,0.9,0.9
NY04A,686,Number of taxa: 686,#BCC812,circle,0.9,0.9
NY06A,548,Number of taxa: 548,#BCC812,circle,0.9,0.9
NY13A,813,Number of taxa: 813,#B7AD13,circle,0.9,0.9
NY14A,771,Number of taxa: 771,#B7AD13,circle,0.9,0.9
NY19A,565,Number of taxa: 565,#BCC812,circle,0.9,0.9
NY21A,732,Number of taxa: 732,#BCC812,circle,0.9,0.9
NY24A,797,Number of taxa: 797,#B7AD13,circle,0.9,0.9
NY25A,751,Number of taxa: 751,#B7AD13,circle,0.9,0.9
NY34A,779,Number of taxa: 779,#B7AD13,circle,0.9,0.9
NY35A,918,Number of taxa: 918,#B7AD13,circle,0.9,0.9
NY36A,778,Number of taxa: 778,#B7AD13,circle,0.9,0.9
NY40A,727,Number of taxa: 727,#BCC812,circle,0.9,0.9
NY43A,801,Number of taxa: 801,#B7AD13,circle,0.9,0.9
NY44A,739,Number of taxa: 739,#BCC812,circle,0.9,0.9
NY45A,903,Number of taxa: 903,#B7AD13,circle,0.9,0.9
NY46A,691,Number of taxa: 691,#BCC812,circle,0.9,0.9
NY48A,619,Number of taxa: 619,#BCC812,circle,0.9,0.9
NY51A,793,Number of taxa: 793,#B7AD13,circle,0.9,0.9
NY56A,755,Number of taxa: 755,#B7AD13,circle,0.9,0.9
NY60A,788,Number of taxa: 788,#B7AD13,circle,0.9,0.9
NY61A,763,Number of taxa: 763,#B7AD13,circle,0.9,0.9
NY66A,808,Number of taxa: 808,#B7AD13,circle,0.9,0.9
NY70A,763,Number of taxa: 763,#B7AD13,circle,0.9,0.9
NY71A,843,Number of taxa: 843,#B7AD13,circle,0.9,0.9
NY80A,508,Number of taxa: 508,#BCC812,circle,0.9,0.9
NY83A,654,Number of taxa: 654,#BCC812,circle,0.9,0.9
NY85A,616,Number of taxa: 616,#BCC812,circle,0.9,0.9
NY86A,777,Number of taxa: 777,#B7AD13,circle,0.9,0.9
NY88A,637,Number of taxa: 637,#BCC812,circle,0.9,0.9
NY91A,547,Number of taxa: 547,#BCC812,circle,0.9,0.9
NY92A,824,Number of taxa: 824,#B7AD13,circle,0.9,0.9
NY94A,591,Number of taxa: 591,#BCC812,circle,0.9,0.9
NY96A,949,Number of taxa: 949,#B7AD13,circle,0.9,0.9
NZ04A,686,Number of taxa: 686,#BCC812,circle,0.9,0.9
NZ06A,805,Number of taxa: 805,#B7AD13,circle,0.9,0.9
NZ12A,692,Number of taxa: 692,#BCC812,circle,0.9,0.9
NZ13A,831,Number of taxa: 831,#B7AD13,circle,0.9,0.9
NZ14A,698,Number of taxa: 698,#BCC812,circle,0.9,0.9
NZ16A,1045,Number of taxa: 1045,#B29215,circle,0.9,0.9
NZ22A,880,Number of taxa: 880,#B7AD13,circle,0.9,0.9
NZ23A,810,Number of taxa: 810,#B7AD13,circle,0.9,0.9
NZ24A,1037,Number of taxa: 1037,#B29215,circle,0.9,0.9
NZ34A,826,Number of taxa: 826,#B7AD13,circle,0.9,0.9
NZ35A,1026,Number of taxa: 1026,#B29215,circle,0.9,0.9
NZ44A,799,Number of taxa: 799,#B7AD13,circle,0.9,0.9
NZ45A,693,Number of taxa: 693,#BCC812,circle,0.9,0.9
NZ46A,522,Number of taxa: 522,#BCC812,circle,0.9,0.9
NZ52A,1090,Number of taxa: 1090,#B29215,circle,0.9,0.9
NZ53A,642,Number of taxa: 642,#BCC812,circle,0.9,0.9
NZ62A,859,Number of taxa: 859,#B7AD13,circle,0.9,0.9
NZ70A,737,Number of taxa: 737,#BCC812,circle,0.9,0.9
NZ90A,827,Number of taxa: 827,#B7AD13,circle,0.9,0.9
NZ91A,419,Number of taxa: 419,#C1E311,circle,0.9,0.9
O05A,364,Number of taxa: 364,#C1E311,circle,0.9,0.9
O14A,596,Number of taxa: 596,#BCC812,circle,0.9,0.9
O17A,678,Number of taxa: 678,#BCC812,circle,0.9,0.9
R03A,350,Number of taxa: 350,#C1E311,circle,0.9,0.9
R28A,531,Number of taxa: 531,#BCC812,circle,0.9,0.9
R44A,526,Number of taxa: 526,#BCC812,circle,0.9,0.9
R52A,351,Number of taxa: 351,#C1E311,circle,0.9,0.9
R55A,711,Number of taxa: 711,#BCC812,circle,0.9,0.9
R86A,398,Number of taxa: 398,#C1E311,circle,0.9,0.9
R87A,516,Number of taxa: 516,#BCC812,circle,0.9,0.9
R94A,469,Number of taxa: 469,#C1E311,circle,0.9,0.9
S03A,435,Number of taxa: 435,#C1E311,circle,0.9,0.9
S13A,378,Number of taxa: 378,#C1E311,circle,0.9,0.9
S14A,455,Number of taxa: 455,#C1E311,circle,0.9,0.9
S16A,363,Number of taxa: 363,#C1E311,circle,0.9,0.9
S24A,413,Number of taxa: 413,#C1E311,circle,0.9,0.9
S29A,366,Number of taxa: 366,#C1E311,circle,0.9,0.9
S32A,530,Number of taxa: 530,#BCC812,circle,0.9,0.9
S38A,467,Number of taxa: 467,#C1E311,circle,0.9,0.9
S44A,468,Number of taxa: 468,#C1E311,circle,0.9,0.9
S47A,572,Number of taxa: 572,#BCC812,circle,0.9,0.9
S49A,478,Number of taxa: 478,#C1E311,circle,0.9,0.9
S55A,642,Number of taxa: 642,#BCC812,circle,0.9,0.9
S58A,367,Number of taxa: 367,#C1E311,circle,0.9,0.9
S65A,564,Number of taxa: 564,#BCC812,circle,0.9,0.9
S67A,544,Number of taxa: 544,#BCC812,circle,0.9,0.9
S75A,581,Number of taxa: 581,#BCC812,circle,0.9,0.9
S89A,488,Number of taxa: 488,#C1E311,circle,0.9,0.9
S97A,417,Number of taxa: 417,#C1E311,circle,0.9,0.9
SD09A,825,Number of taxa: 825,#B7AD13,circle,0.9,0.9
SD16A,587,Number of taxa: 587,#BCC812,circle,0.9,0.9
SD17A,885,Number of taxa: 885,#B7AD13,circle,0.9,0.9
SD20A,1238,Number of taxa: 1238,#B29215,circle,0.9,0.9
SD21A,706,Number of taxa: 706,#BCC812,circle,0.9,0.9
SD26A,797,Number of taxa: 797,#B7AD13,circle,0.9,0.9
SD27A,1053,Number of taxa: 1053,#B29215,circle,0.9,0.9
SD28A,819,Number of taxa: 819,#B7AD13,circle,0.9,0.9
SD29A,746,Number of taxa: 746,#BCC812,circle,0.9,0.9
SD33A,1232,Number of taxa: 1232,#B29215,circle,0.9,0.9
SD34A,1099,Number of taxa: 1099,#B29215,circle,0.9,0.9
SD39A,857,Number of taxa: 857,#B7AD13,circle,0.9,0.9
SD43A,904,Number of taxa: 904,#B7AD13,circle,0.9,0.9
SD44A,984,Number of taxa: 984,#B7AD13,circle,0.9,0.9
SD45A,1141,Number of taxa: 1141,#B29215,circle,0.9,0.9
SD50A,1005,Number of taxa: 1005,#B29215,circle,0.9,0.9
SD51A,1019,Number of taxa: 1019,#B29215,circle,0.9,0.9
SD54A,857,Number of taxa: 857,#B7AD13,circle,0.9,0.9
SD55A,788,Number of taxa: 788,#B7AD13,circle,0.9,0.9
SD56A,1029,Number of taxa: 1029,#B29215,circle,0.9,0.9
SD57A,1084,Number of taxa: 1084,#B29215,circle,0.9,0.9
SD58A,975,Number of taxa: 975,#B7AD13,circle,0.9,0.9
SD60A,1112,Number of taxa: 1112,#B29215,circle,0.9,0.9
SD65A,611,Number of taxa: 611,#BCC812,circle,0.9,0.9
SD66A,790,Number of taxa: 790,#B7AD13,circle,0.9,0.9
SD67A,943,Number of taxa: 943,#B7AD13,circle,0.9,0.9
SD68A,769,Number of taxa: 769,#B7AD13,circle,0.9,0.9
SD70A,1245,Number of taxa: 1245,#B29215,circle,0.9,0.9
SD73A,1045,Number of taxa: 1045,#B29215,circle,0.9,0.9
SD74A,1031,Number of taxa: 1031,#B29215,circle,0.9,0.9
SD75A,778,Number of taxa: 778,#B7AD13,circle,0.9,0.9
SD78A,668,Number of taxa: 668,#BCC812,circle,0.9,0.9
SD79A,595,Number of taxa: 595,#BCC812,circle,0.9,0.9
SD82A,882,Number of taxa: 882,#B7AD13,circle,0.9,0.9
SD85A,765,Number of taxa: 765,#B7AD13,circle,0.9,0.9
SD87A,674,Number of taxa: 674,#BCC812,circle,0.9,0.9
SD89A,626,Number of taxa: 626,#BCC812,circle,0.9,0.9
SD90A,926,Number of taxa: 926,#B7AD13,circle,0.9,0.9
SD91A,810,Number of taxa: 810,#B7AD13,circle,0.9,0.9
SD92A,826,Number of taxa: 826,#B7AD13,circle,0.9,0.9
SD95A,834,Number of taxa: 834,#B7AD13,circle,0.9,0.9
SD98A,734,Number of taxa: 734,#BCC812,circle,0.9,0.9
SD99A,697,Number of taxa: 697,#BCC812,circle,0.9,0.9
SE01A,677,Number of taxa: 677,#BCC812,circle,0.9,0.9
SE07A,543,Number of taxa: 543,#BCC812,circle,0.9,0.9
SE08A,709,Number of taxa: 709,#BCC812,circle,0.9,0.9
SE10A,710,Number of taxa: 710,#BCC812,circle,0.9,0.9
SE14A,1179,Number of taxa: 1179,#B29215,circle,0.9,0.9
SE16A,734,Number of taxa: 734,#BCC812,circle,0.9,0.9
SE18A,754,Number of taxa: 754,#B7AD13,circle,0.9,0.9
SE20A,731,Number of taxa: 731,#BCC812,circle,0.9,0.9
SE21A,742,Number of taxa: 742,#BCC812,circle,0.9,0.9
SE25A,795,Number of taxa: 795,#B7AD13,circle,0.9,0.9
SE27A,969,Number of taxa: 969,#B7AD13,circle,0.9,0.9
SE30A,923,Number of taxa: 923,#B7AD13,circle,0.9,0.9
SE31A,798,Number of taxa: 798,#B7AD13,circle,0.9,0.9
SE33A,1044,Number of taxa: 1044,#B29215,circle,0.9,0.9
SE36A,908,Number of taxa: 908,#B7AD13,circle,0.9,0.9
SE37A,995,Number of taxa: 995,#B7AD13,circle,0.9,0.9
SE38A,815,Number of taxa: 815,#B7AD13,circle,0.9,0.9
SE39A,787,Number of taxa: 787,#B7AD13,circle,0.9,0.9
SE40A,933,Number of taxa: 933,#B7AD13,circle,0.9,0.9
SE41A,710,Number of taxa: 710,#BCC812,circle,0.9,0.9
SE44A,988,Number of taxa: 988,#B7AD13,circle,0.9,0.9
SE45A,685,Number of taxa: 685,#BCC812,circle,0.9,0.9
SE46A,676,Number of taxa: 676,#BCC812,circle,0.9,0.9
SE48A,952,Number of taxa: 952,#B7AD13,circle,0.9,0.9
SE50A,1135,Number of taxa: 1135,#B29215,circle,0.9,0.9
SE54A,819,Number of taxa: 819,#B7AD13,circle,0.9,0.9
SE56A,677,Number of taxa: 677,#BCC812,circle,0.9,0.9
SE59A,654,Number of taxa: 654,#BCC812,circle,0.9,0.9
SE61A,814,Number of taxa: 814,#B7AD13,circle,0.9,0.9
SE65A,1017,Number of taxa: 1017,#B29215,circle,0.9,0.9
SE69A,676,Number of taxa: 676,#BCC812,circle,0.9,0.9
SE70A,863,Number of taxa: 863,#B7AD13,circle,0.9,0.9
SE71A,805,Number of taxa: 805,#B7AD13,circle,0.9,0.9
SE72A,653,Number of taxa: 653,#BCC812,circle,0.9,0.9
SE73A,625,Number of taxa: 625,#BCC812,circle,0.9,0.9
SE74A,817,Number of taxa: 817,#B7AD13,circle,0.9,0.9
SE75A,665,Number of taxa: 665,#BCC812,circle,0.9,0.9
SE79A,743,Number of taxa: 743,#BCC812,circle,0.9,0.9
SE82A,726,Number of taxa: 726,#BCC812,circle,0.9,0.9
SE83A,805,Number of taxa: 805,#B7AD13,circle,0.9,0.9
SE84A,741,Number of taxa: 741,#BCC812,circle,0.9,0.9
SE86A,623,Number of taxa: 623,#BCC812,circle,0.9,0.9
SE87A,706,Number of taxa: 706,#BCC812,circle,0.9,0.9
SE92A,864,Number of taxa: 864,#B7AD13,circle,0.9,0.9
SE93A,762,Number of taxa: 762,#B7AD13,circle,0.9,0.9
SE94A,646,Number of taxa: 646,#BCC812,circle,0.9,0.9
SE95A,527,Number of taxa: 527,#BCC812,circle,0.9,0.9
SE96A,503,Number of taxa: 503,#BCC812,circle,0.9,0.9
SE97A,598,Number of taxa: 598,#BCC812,circle,0.9,0.9
SE99A,839,Number of taxa: 839,#B7AD13,circle,0.9,0.9
SH23A,865,Number of taxa: 865,#B7AD13,circle,0.9,0.9
SH27A,858,Number of taxa: 858,#B7AD13,circle,0.9,0.9
SH34A,743,Number of taxa: 743,#BCC812,circle,0.9,0.9
SH37A,993,Number of taxa: 993,#B7AD13,circle,0.9,0.9
SH38A,774,Number of taxa: 774,#B7AD13,circle,0.9,0.9
SH39A,785,Number of taxa: 785,#B7AD13,circle,0.9,0.9
SH44A,803,Number of taxa: 803,#B7AD13,circle,0.9,0.9
SH48A,931,Number of taxa: 931,#B7AD13,circle,0.9,0.9
SH54A,805,Number of taxa: 805,#B7AD13,circle,0.9,0.9
SH55A,708,Number of taxa: 708,#BCC812,circle,0.9,0.9
SH60A,563,Number of taxa: 563,#BCC812,circle,0.9,0.9
SH61A,1004,Number of taxa: 1004,#B29215,circle,0.9,0.9
SH65A,681,Number of taxa: 681,#BCC812,circle,0.9,0.9
SH74A,579,Number of taxa: 579,#BCC812,circle,0.9,0.9
SH83A,611,Number of taxa: 611,#BCC812,circle,0.9,0.9
SH98A,510,Number of taxa: 510,#BCC812,circle,0.9,0.9
SJ00A,647,Number of taxa: 647,#BCC812,circle,0.9,0.9
SJ06A,831,Number of taxa: 831,#B7AD13,circle,0.9,0.9
SJ08A,1065,Number of taxa: 1065,#B29215,circle,0.9,0.9
SJ18A,914,Number of taxa: 914,#B7AD13,circle,0.9,0.9
SJ27A,1034,Number of taxa: 1034,#B29215,circle,0.9,0.9
