gr,freq,shape,colour,opacity,size
NC31,3,circle,black,0.8,1
NC32,4,circle,black,0.8,1
NC33,7,circle,black,0.8,1
NC34,1,circle,black,0.8,1
NC35,9,circle,black,0.8,1
NC36,12,circle,black,0.8,1
NC37,2,circle,black,0.8,1
NC40,7,circle,black,0.8,1
NC41,2,circle,black,0.8,1
NC42,7,circle,black,0.8,1
NC43,1,circle,black,0.8,1
NC44,2,circle,black,0.8,1
NC45,8,circle,black,0.8,1
NC46,11,circle,black,0.8,1
NC50,10,circle,black,0.8,1
NC51,9,circle,black,0.8,1
NC52,11,circle,black,0.8,1
NC53,7,circle,black,0.8,1
NC54,2,circle,black,0.8,1
NC55,4,circle,black,0.8,1
NC56,5,circle,black,0.8,1
NC60,6,circle,black,0.8,1
NC61,3,circle,black,0.8,1
NC63,4,circle,black,0.8,1
NC64,5,circle,black,0.8,1
NC65,7,circle,black,0.8,1
NC66,7,circle,black,0.8,1
NC70,7,circle,black,0.8,1
NC71,4,circle,black,0.8,1
NC73,6,circle,black,0.8,1
NC74,4,circle,black,0.8,1
NC75,4,circle,black,0.8,1
NC76,8,circle,black,0.8,1
NC80,11,circle,black,0.8,1
NC81,2,circle,black,0.8,1
NC82,4,circle,black,0.8,1
NC83,8,circle,black,0.8,1
NC84,3,circle,black,0.8,1
NC85,4,circle,black,0.8,1
NC86,8,circle,black,0.8,1
NC90,5,circle,black,0.8,1
NC91,3,circle,black,0.8,1
NC92,4,circle,black,0.8,1
NC94,2,circle,black,0.8,1
NC96,7,circle,black,0.8,1
ND01,9,circle,black,0.8,1
ND02,4,circle,black,0.8,1
ND03,2,circle,black,0.8,1
ND04,4,circle,black,0.8,1
ND05,3,circle,black,0.8,1
ND06,7,circle,black,0.8,1
ND07,3,circle,black,0.8,1
ND12,9,circle,black,0.8,1
ND13,13,circle,black,0.8,1
ND14,4,circle,black,0.8,1
ND15,2,circle,black,0.8,1
ND16,9,circle,black,0.8,1
ND17,2,circle,black,0.8,1
ND19,1,circle,black,0.8,1
ND23,11,circle,black,0.8,1
ND24,6,circle,black,0.8,1
ND25,5,circle,black,0.8,1
ND26,7,circle,black,0.8,1
ND27,3,circle,black,0.8,1
ND28,2,circle,black,0.8,1
ND29,7,circle,black,0.8,1
ND33,1,circle,black,0.8,1
ND34,9,circle,black,0.8,1
ND35,9,circle,black,0.8,1
ND36,5,circle,black,0.8,1
ND37,5,circle,black,0.8,1
ND38,3,circle,black,0.8,1
ND39,9,circle,black,0.8,1
ND47,1,circle,black,0.8,1
ND48,8,circle,black,0.8,1
ND49,13,circle,black,0.8,1
ND59,1,circle,black,0.8,1
NF19,1,circle,black,0.8,1
NF56,1,circle,black,0.8,1
NF60,9,circle,black,0.8,1
NF66,3,circle,black,0.8,1
NF67,1,circle,black,0.8,1
NF70,7,circle,black,0.8,1
NF71,14,circle,black,0.8,1
NF72,13,circle,black,0.8,1
NF73,13,circle,black,0.8,1
NF74,6,circle,black,0.8,1
NF75,4,circle,black,0.8,1
NF76,14,circle,black,0.8,1
NF77,12,circle,black,0.8,1
NF80,1,circle,black,0.8,1
NF81,2,circle,black,0.8,1
NF82,1,circle,black,0.8,1
NF83,2,circle,black,0.8,1
NF84,11,circle,black,0.8,1
NF85,14,circle,black,0.8,1
NF86,9,circle,black,0.8,1
NF87,16,circle,black,0.8,1
NF88,2,circle,black,0.8,1
NF96,3,circle,black,0.8,1
NF97,4,circle,black,0.8,1
NF98,6,circle,black,0.8,1
NF99,3,circle,black,0.8,1
NG08,7,circle,black,0.8,1
NG09,8,circle,black,0.8,1
NG14,10,circle,black,0.8,1
NG15,7,circle,black,0.8,1
NG18,2,circle,black,0.8,1
NG19,14,circle,black,0.8,1
NG20,6,circle,black,0.8,1
NG23,3,circle,black,0.8,1
NG24,15,circle,black,0.8,1
NG25,18,circle,black,0.8,1
NG26,7,circle,black,0.8,1
NG29,4,circle,black,0.8,1
NG30,9,circle,black,0.8,1
NG31,2,circle,black,0.8,1
NG32,11,circle,black,0.8,1
NG33,21,circle,black,0.8,1
NG34,14,circle,black,0.8,1
NG35,15,circle,black,0.8,1
NG36,9,circle,black,0.8,1
NG37,3,circle,black,0.8,1
NG41,5,circle,black,0.8,1
NG42,9,circle,black,0.8,1
NG43,15,circle,black,0.8,1
NG44,19,circle,black,0.8,1
NG45,10,circle,black,0.8,1
NG46,16,circle,black,0.8,1
NG47,9,circle,black,0.8,1
NG49,2,circle,black,0.8,1
NG50,5,circle,black,0.8,1
NG51,16,circle,black,0.8,1
NG52,11,circle,black,0.8,1
NG53,19,circle,black,0.8,1
NG54,15,circle,black,0.8,1
NG55,9,circle,black,0.8,1
NG56,5,circle,black,0.8,1
NG60,13,circle,black,0.8,1
NG61,21,circle,black,0.8,1
NG62,18,circle,black,0.8,1
NG63,2,circle,black,0.8,1
NG64,2,circle,black,0.8,1
NG65,8,circle,black,0.8,1
NG66,1,circle,black,0.8,1
NG70,5,circle,black,0.8,1
NG71,5,circle,black,0.8,1
NG72,12,circle,black,0.8,1
NG73,4,circle,black,0.8,1
NG74,7,circle,black,0.8,1
NG75,7,circle,black,0.8,1
NG76,5,circle,black,0.8,1
NG77,4,circle,black,0.8,1
NG78,2,circle,black,0.8,1
NG81,5,circle,black,0.8,1
NG82,11,circle,black,0.8,1
