gr,richness,caption,colour,shape,opacity,size
G72,527,Number of taxa: 527,#BCC812,square,0.9,0.9
G90,480,Number of taxa: 480,#C1E311,square,0.9,0.9
G95,690,Number of taxa: 690,#BCC812,square,0.9,0.9
H01,409,Number of taxa: 409,#C1E311,square,0.9,0.9
H14,611,Number of taxa: 611,#BCC812,square,0.9,0.9
H38,543,Number of taxa: 543,#BCC812,square,0.9,0.9
H50,393,Number of taxa: 393,#C1E311,square,0.9,0.9
H52,548,Number of taxa: 548,#BCC812,square,0.9,0.9
H53,534,Number of taxa: 534,#BCC812,square,0.9,0.9
H64,504,Number of taxa: 504,#BCC812,square,0.9,0.9
H67,527,Number of taxa: 527,#BCC812,square,0.9,0.9
H70,473,Number of taxa: 473,#C1E311,square,0.9,0.9
H76,672,Number of taxa: 672,#BCC812,square,0.9,0.9
H85,711,Number of taxa: 711,#BCC812,square,0.9,0.9
H87,754,Number of taxa: 754,#B7AD13,square,0.9,0.9
H90,489,Number of taxa: 489,#C1E311,square,0.9,0.9
J00,560,Number of taxa: 560,#BCC812,square,0.9,0.9
J05,679,Number of taxa: 679,#BCC812,square,0.9,0.9
J06,684,Number of taxa: 684,#BCC812,square,0.9,0.9
J10,563,Number of taxa: 563,#BCC812,square,0.9,0.9
J13,422,Number of taxa: 422,#C1E311,square,0.9,0.9
J26,678,Number of taxa: 678,#BCC812,square,0.9,0.9
J53,655,Number of taxa: 655,#BCC812,square,0.9,0.9
J64,552,Number of taxa: 552,#BCC812,square,0.9,0.9
J65,644,Number of taxa: 644,#BCC812,square,0.9,0.9
J67,461,Number of taxa: 461,#C1E311,square,0.9,0.9
L97,358,Number of taxa: 358,#C1E311,square,0.9,0.9
M17,603,Number of taxa: 603,#BCC812,square,0.9,0.9
M19,484,Number of taxa: 484,#C1E311,square,0.9,0.9
M23,623,Number of taxa: 623,#BCC812,square,0.9,0.9
M39,359,Number of taxa: 359,#C1E311,square,0.9,0.9
M54,421,Number of taxa: 421,#C1E311,square,0.9,0.9
M59,395,Number of taxa: 395,#C1E311,square,0.9,0.9
M85,449,Number of taxa: 449,#C1E311,square,0.9,0.9
M88,376,Number of taxa: 376,#C1E311,square,0.9,0.9
N00,687,Number of taxa: 687,#BCC812,square,0.9,0.9
N01,639,Number of taxa: 639,#BCC812,square,0.9,0.9
N02,522,Number of taxa: 522,#BCC812,square,0.9,0.9
N04,633,Number of taxa: 633,#BCC812,square,0.9,0.9
N08,491,Number of taxa: 491,#C1E311,square,0.9,0.9
N14,515,Number of taxa: 515,#BCC812,square,0.9,0.9
N23,574,Number of taxa: 574,#BCC812,square,0.9,0.9
N41,464,Number of taxa: 464,#C1E311,square,0.9,0.9
N55,487,Number of taxa: 487,#C1E311,square,0.9,0.9
N56,522,Number of taxa: 522,#BCC812,square,0.9,0.9
N66,466,Number of taxa: 466,#C1E311,square,0.9,0.9
N68,463,Number of taxa: 463,#C1E311,square,0.9,0.9
N72,534,Number of taxa: 534,#BCC812,square,0.9,0.9
N77,375,Number of taxa: 375,#C1E311,square,0.9,0.9
N80,528,Number of taxa: 528,#BCC812,square,0.9,0.9
N81,504,Number of taxa: 504,#BCC812,square,0.9,0.9
N82,570,Number of taxa: 570,#BCC812,square,0.9,0.9
N97,467,Number of taxa: 467,#C1E311,square,0.9,0.9
N98,485,Number of taxa: 485,#C1E311,square,0.9,0.9
N99,508,Number of taxa: 508,#BCC812,square,0.9,0.9
NB43,613,Number of taxa: 613,#BCC812,square,0.9,0.9
NB44,348,Number of taxa: 348,#C1E311,square,0.9,0.9
NC03,474,Number of taxa: 474,#C1E311,square,0.9,0.9
NC46,513,Number of taxa: 513,#BCC812,square,0.9,0.9
NC55,521,Number of taxa: 521,#BCC812,square,0.9,0.9
ND16,638,Number of taxa: 638,#BCC812,square,0.9,0.9
NF72,558,Number of taxa: 558,#BCC812,square,0.9,0.9
NG19,472,Number of taxa: 472,#C1E311,square,0.9,0.9
NG24,602,Number of taxa: 602,#BCC812,square,0.9,0.9
NG44,660,Number of taxa: 660,#BCC812,square,0.9,0.9
NG60,586,Number of taxa: 586,#BCC812,square,0.9,0.9
NH19,626,Number of taxa: 626,#BCC812,square,0.9,0.9
NH22,424,Number of taxa: 424,#C1E311,square,0.9,0.9
NH62,454,Number of taxa: 454,#C1E311,square,0.9,0.9
NH75,796,Number of taxa: 796,#B7AD13,square,0.9,0.9
NJ17,402,Number of taxa: 402,#C1E311,square,0.9,0.9
NJ22,498,Number of taxa: 498,#C1E311,square,0.9,0.9
NJ23,481,Number of taxa: 481,#C1E311,square,0.9,0.9
NJ84,418,Number of taxa: 418,#C1E311,square,0.9,0.9
NK04,499,Number of taxa: 499,#C1E311,square,0.9,0.9
NM22,582,Number of taxa: 582,#BCC812,square,0.9,0.9
NM25,545,Number of taxa: 545,#BCC812,square,0.9,0.9
NM47,510,Number of taxa: 510,#BCC812,square,0.9,0.9
NM48,685,Number of taxa: 685,#BCC812,square,0.9,0.9
NM73,599,Number of taxa: 599,#BCC812,square,0.9,0.9
NN07,666,Number of taxa: 666,#BCC812,square,0.9,0.9
NN24,377,Number of taxa: 377,#C1E311,square,0.9,0.9
NN32,496,Number of taxa: 496,#C1E311,square,0.9,0.9
NN49,275,Number of taxa: 275,#C1E311,square,0.9,0.9
NN83,468,Number of taxa: 468,#C1E311,square,0.9,0.9
NO17,530,Number of taxa: 530,#BCC812,square,0.9,0.9
NO33,740,Number of taxa: 740,#BCC812,square,0.9,0.9
NO34,625,Number of taxa: 625,#BCC812,square,0.9,0.9
NO44,531,Number of taxa: 531,#BCC812,square,0.9,0.9
NO50,666,Number of taxa: 666,#BCC812,square,0.9,0.9
NO51,804,Number of taxa: 804,#B7AD13,square,0.9,0.9
NO60,609,Number of taxa: 609,#BCC812,square,0.9,0.9
NO61,430,Number of taxa: 430,#C1E311,square,0.9,0.9
NO64,733,Number of taxa: 733,#BCC812,square,0.9,0.9
NO65,751,Number of taxa: 751,#B7AD13,square,0.9,0.9
NO87,615,Number of taxa: 615,#BCC812,square,0.9,0.9
NO99,575,Number of taxa: 575,#BCC812,square,0.9,0.9
NR56,537,Number of taxa: 537,#BCC812,square,0.9,0.9
NR70,475,Number of taxa: 475,#C1E311,square,0.9,0.9
NR71,537,Number of taxa: 537,#BCC812,square,0.9,0.9
NR72,684,Number of taxa: 684,#BCC812,square,0.9,0.9
NS14,514,Number of taxa: 514,#BCC812,square,0.9,0.9
NS24,867,Number of taxa: 867,#B7AD13,square,0.9,0.9
NS25,742,Number of taxa: 742,#BCC812,square,0.9,0.9
NS31,742,Number of taxa: 742,#BCC812,square,0.9,0.9
NS32,764,Number of taxa: 764,#B7AD13,square,0.9,0.9
NS33,785,Number of taxa: 785,#B7AD13,square,0.9,0.9
NS35,748,Number of taxa: 748,#BCC812,square,0.9,0.9
NS42,536,Number of taxa: 536,#BCC812,square,0.9,0.9
NS45,702,Number of taxa: 702,#BCC812,square,0.9,0.9
NS46,871,Number of taxa: 871,#B7AD13,square,0.9,0.9
NS47,1081,Number of taxa: 1081,#B29215,square,0.9,0.9
NS50,417,Number of taxa: 417,#C1E311,square,0.9,0.9
NS53,454,Number of taxa: 454,#C1E311,square,0.9,0.9
NS54,396,Number of taxa: 396,#C1E311,square,0.9,0.9
NS55,878,Number of taxa: 878,#B7AD13,square,0.9,0.9
NS57,993,Number of taxa: 993,#B7AD13,square,0.9,0.9
NS61,455,Number of taxa: 455,#C1E311,square,0.9,0.9
NS66,1120,Number of taxa: 1120,#B29215,square,0.9,0.9
NS67,840,Number of taxa: 840,#B7AD13,square,0.9,0.9
NS70,495,Number of taxa: 495,#C1E311,square,0.9,0.9
NS75,840,Number of taxa: 840,#B7AD13,square,0.9,0.9
NS76,795,Number of taxa: 795,#B7AD13,square,0.9,0.9
NS83,623,Number of taxa: 623,#BCC812,square,0.9,0.9
NS85,568,Number of taxa: 568,#BCC812,square,0.9,0.9
NS88,593,Number of taxa: 593,#BCC812,square,0.9,0.9
NS92,479,Number of taxa: 479,#C1E311,square,0.9,0.9
NT28,970,Number of taxa: 970,#B7AD13,square,0.9,0.9
NT29,1001,Number of taxa: 1001,#B29215,square,0.9,0.9
NT69,228,Number of taxa: 228,#C6FF10,square,0.9,0.9
NT87,489,Number of taxa: 489,#C1E311,square,0.9,0.9
NT94,798,Number of taxa: 798,#B7AD13,square,0.9,0.9
NU05,487,Number of taxa: 487,#C1E311,square,0.9,0.9
NW96,544,Number of taxa: 544,#BCC812,square,0.9,0.9
NX04,586,Number of taxa: 586,#BCC812,square,0.9,0.9
NX05,624,Number of taxa: 624,#BCC812,square,0.9,0.9
NX07,539,Number of taxa: 539,#BCC812,square,0.9,0.9
NX15,764,Number of taxa: 764,#B7AD13,square,0.9,0.9
NX44,669,Number of taxa: 669,#BCC812,square,0.9,0.9
NX45,798,Number of taxa: 798,#B7AD13,square,0.9,0.9
NX54,578,Number of taxa: 578,#BCC812,square,0.9,0.9
NX57,440,Number of taxa: 440,#C1E311,square,0.9,0.9
NX64,816,Number of taxa: 816,#B7AD13,square,0.9,0.9
NX66,629,Number of taxa: 629,#BCC812,square,0.9,0.9
NX69,438,Number of taxa: 438,#C1E311,square,0.9,0.9
NX91,748,Number of taxa: 748,#BCC812,square,0.9,0.9
NX92,732,Number of taxa: 732,#BCC812,square,0.9,0.9
NX95,855,Number of taxa: 855,#B7AD13,square,0.9,0.9
NX99,502,Number of taxa: 502,#BCC812,square,0.9,0.9
NY00,853,Number of taxa: 853,#B7AD13,square,0.9,0.9
NY01,762,Number of taxa: 762,#B7AD13,square,0.9,0.9
NY02,815,Number of taxa: 815,#B7AD13,square,0.9,0.9
NY03,875,Number of taxa: 875,#B7AD13,square,0.9,0.9
NY04,686,Number of taxa: 686,#BCC812,square,0.9,0.9
NY06,548,Number of taxa: 548,#BCC812,square,0.9,0.9
NY13,813,Number of taxa: 813,#B7AD13,square,0.9,0.9
NY14,771,Number of taxa: 771,#B7AD13,square,0.9,0.9
NY19,565,Number of taxa: 565,#BCC812,square,0.9,0.9
NY21,732,Number of taxa: 732,#BCC812,square,0.9,0.9
NY24,797,Number of taxa: 797,#B7AD13,square,0.9,0.9
NY25,751,Number of taxa: 751,#B7AD13,square,0.9,0.9
NY34,779,Number of taxa: 779,#B7AD13,square,0.9,0.9
NY35,918,Number of taxa: 918,#B7AD13,square,0.9,0.9
NY36,778,Number of taxa: 778,#B7AD13,square,0.9,0.9
NY40,727,Number of taxa: 727,#BCC812,square,0.9,0.9
NY43,801,Number of taxa: 801,#B7AD13,square,0.9,0.9
NY44,739,Number of taxa: 739,#BCC812,square,0.9,0.9
NY45,903,Number of taxa: 903,#B7AD13,square,0.9,0.9
NY46,691,Number of taxa: 691,#BCC812,square,0.9,0.9
NY48,619,Number of taxa: 619,#BCC812,square,0.9,0.9
NY51,793,Number of taxa: 793,#B7AD13,square,0.9,0.9
NY56,755,Number of taxa: 755,#B7AD13,square,0.9,0.9
NY60,788,Number of taxa: 788,#B7AD13,square,0.9,0.9
NY61,763,Number of taxa: 763,#B7AD13,square,0.9,0.9
NY66,808,Number of taxa: 808,#B7AD13,square,0.9,0.9
NY70,763,Number of taxa: 763,#B7AD13,square,0.9,0.9
NY71,843,Number of taxa: 843,#B7AD13,square,0.9,0.9
NY80,508,Number of taxa: 508,#BCC812,square,0.9,0.9
NY83,654,Number of taxa: 654,#BCC812,square,0.9,0.9
NY85,616,Number of taxa: 616,#BCC812,square,0.9,0.9
NY86,777,Number of taxa: 777,#B7AD13,square,0.9,0.9
NY88,637,Number of taxa: 637,#BCC812,square,0.9,0.9
NY91,547,Number of taxa: 547,#BCC812,square,0.9,0.9
NY92,824,Number of taxa: 824,#B7AD13,square,0.9,0.9
NY94,591,Number of taxa: 591,#BCC812,square,0.9,0.9
NY96,949,Number of taxa: 949,#B7AD13,square,0.9,0.9
NZ04,686,Number of taxa: 686,#BCC812,square,0.9,0.9
NZ06,805,Number of taxa: 805,#B7AD13,square,0.9,0.9
NZ12,692,Number of taxa: 692,#BCC812,square,0.9,0.9
NZ13,831,Number of taxa: 831,#B7AD13,square,0.9,0.9
NZ14,698,Number of taxa: 698,#BCC812,square,0.9,0.9
NZ16,1045,Number of taxa: 1045,#B29215,square,0.9,0.9
NZ22,880,Number of taxa: 880,#B7AD13,square,0.9,0.9
NZ23,810,Number of taxa: 810,#B7AD13,square,0.9,0.9
NZ24,1037,Number of taxa: 1037,#B29215,square,0.9,0.9
NZ34,826,Number of taxa: 826,#B7AD13,square,0.9,0.9
NZ35,1026,Number of taxa: 1026,#B29215,square,0.9,0.9
NZ44,799,Number of taxa: 799,#B7AD13,square,0.9,0.9
NZ45,693,Number of taxa: 693,#BCC812,square,0.9,0.9
NZ46,522,Number of taxa: 522,#BCC812,square,0.9,0.9
NZ52,1090,Number of taxa: 1090,#B29215,square,0.9,0.9
NZ53,642,Number of taxa: 642,#BCC812,square,0.9,0.9
NZ62,859,Number of taxa: 859,#B7AD13,square,0.9,0.9
NZ70,737,Number of taxa: 737,#BCC812,square,0.9,0.9
NZ90,827,Number of taxa: 827,#B7AD13,square,0.9,0.9
NZ91,419,Number of taxa: 419,#C1E311,square,0.9,0.9
O05,364,Number of taxa: 364,#C1E311,square,0.9,0.9
O14,596,Number of taxa: 596,#BCC812,square,0.9,0.9
O17,678,Number of taxa: 678,#BCC812,square,0.9,0.9
R03,350,Number of taxa: 350,#C1E311,square,0.9,0.9
R28,531,Number of taxa: 531,#BCC812,square,0.9,0.9
R44,526,Number of taxa: 526,#BCC812,square,0.9,0.9
R52,351,Number of taxa: 351,#C1E311,square,0.9,0.9
R55,711,Number of taxa: 711,#BCC812,square,0.9,0.9
R86,398,Number of taxa: 398,#C1E311,square,0.9,0.9
R87,516,Number of taxa: 516,#BCC812,square,0.9,0.9
R94,469,Number of taxa: 469,#C1E311,square,0.9,0.9
S03,435,Number of taxa: 435,#C1E311,square,0.9,0.9
S13,378,Number of taxa: 378,#C1E311,square,0.9,0.9
S14,455,Number of taxa: 455,#C1E311,square,0.9,0.9
S16,363,Number of taxa: 363,#C1E311,square,0.9,0.9
S24,413,Number of taxa: 413,#C1E311,square,0.9,0.9
S29,366,Number of taxa: 366,#C1E311,square,0.9,0.9
S32,530,Number of taxa: 530,#BCC812,square,0.9,0.9
S38,467,Number of taxa: 467,#C1E311,square,0.9,0.9
S44,468,Number of taxa: 468,#C1E311,square,0.9,0.9
S47,572,Number of taxa: 572,#BCC812,square,0.9,0.9
S49,478,Number of taxa: 478,#C1E311,square,0.9,0.9
S55,642,Number of taxa: 642,#BCC812,square,0.9,0.9
S58,367,Number of taxa: 367,#C1E311,square,0.9,0.9
S65,564,Number of taxa: 564,#BCC812,square,0.9,0.9
S67,544,Number of taxa: 544,#BCC812,square,0.9,0.9
S75,581,Number of taxa: 581,#BCC812,square,0.9,0.9
S89,488,Number of taxa: 488,#C1E311,square,0.9,0.9
S97,417,Number of taxa: 417,#C1E311,square,0.9,0.9
SD09,825,Number of taxa: 825,#B7AD13,square,0.9,0.9
SD16,587,Number of taxa: 587,#BCC812,square,0.9,0.9
SD17,885,Number of taxa: 885,#B7AD13,square,0.9,0.9
SD20,1238,Number of taxa: 1238,#B29215,square,0.9,0.9
SD21,706,Number of taxa: 706,#BCC812,square,0.9,0.9
SD26,797,Number of taxa: 797,#B7AD13,square,0.9,0.9
SD27,1053,Number of taxa: 1053,#B29215,square,0.9,0.9
SD28,819,Number of taxa: 819,#B7AD13,square,0.9,0.9
SD29,746,Number of taxa: 746,#BCC812,square,0.9,0.9
SD33,1232,Number of taxa: 1232,#B29215,square,0.9,0.9
SD34,1099,Number of taxa: 1099,#B29215,square,0.9,0.9
SD39,857,Number of taxa: 857,#B7AD13,square,0.9,0.9
SD43,904,Number of taxa: 904,#B7AD13,square,0.9,0.9
SD44,984,Number of taxa: 984,#B7AD13,square,0.9,0.9
SD45,1141,Number of taxa: 1141,#B29215,square,0.9,0.9
SD50,1005,Number of taxa: 1005,#B29215,square,0.9,0.9
SD51,1019,Number of taxa: 1019,#B29215,square,0.9,0.9
SD54,857,Number of taxa: 857,#B7AD13,square,0.9,0.9
SD55,788,Number of taxa: 788,#B7AD13,square,0.9,0.9
SD56,1029,Number of taxa: 1029,#B29215,square,0.9,0.9
SD57,1084,Number of taxa: 1084,#B29215,square,0.9,0.9
SD58,975,Number of taxa: 975,#B7AD13,square,0.9,0.9
SD60,1112,Number of taxa: 1112,#B29215,square,0.9,0.9
SD65,611,Number of taxa: 611,#BCC812,square,0.9,0.9
SD66,790,Number of taxa: 790,#B7AD13,square,0.9,0.9
SD67,943,Number of taxa: 943,#B7AD13,square,0.9,0.9
SD68,769,Number of taxa: 769,#B7AD13,square,0.9,0.9
SD70,1245,Number of taxa: 1245,#B29215,square,0.9,0.9
SD73,1045,Number of taxa: 1045,#B29215,square,0.9,0.9
SD74,1031,Number of taxa: 1031,#B29215,square,0.9,0.9
SD75,778,Number of taxa: 778,#B7AD13,square,0.9,0.9
SD78,668,Number of taxa: 668,#BCC812,square,0.9,0.9
SD79,595,Number of taxa: 595,#BCC812,square,0.9,0.9
SD82,882,Number of taxa: 882,#B7AD13,square,0.9,0.9
SD85,765,Number of taxa: 765,#B7AD13,square,0.9,0.9
SD87,674,Number of taxa: 674,#BCC812,square,0.9,0.9
SD89,626,Number of taxa: 626,#BCC812,square,0.9,0.9
SD90,926,Number of taxa: 926,#B7AD13,square,0.9,0.9
SD91,810,Number of taxa: 810,#B7AD13,square,0.9,0.9
SD92,826,Number of taxa: 826,#B7AD13,square,0.9,0.9
SD95,834,Number of taxa: 834,#B7AD13,square,0.9,0.9
SD98,734,Number of taxa: 734,#BCC812,square,0.9,0.9
SD99,697,Number of taxa: 697,#BCC812,square,0.9,0.9
SE01,677,Number of taxa: 677,#BCC812,square,0.9,0.9
SE07,543,Number of taxa: 543,#BCC812,square,0.9,0.9
SE08,709,Number of taxa: 709,#BCC812,square,0.9,0.9
SE10,710,Number of taxa: 710,#BCC812,square,0.9,0.9
SE14,1179,Number of taxa: 1179,#B29215,square,0.9,0.9
SE16,734,Number of taxa: 734,#BCC812,square,0.9,0.9
SE18,754,Number of taxa: 754,#B7AD13,square,0.9,0.9
SE20,731,Number of taxa: 731,#BCC812,square,0.9,0.9
SE21,742,Number of taxa: 742,#BCC812,square,0.9,0.9
SE25,795,Number of taxa: 795,#B7AD13,square,0.9,0.9
SE27,969,Number of taxa: 969,#B7AD13,square,0.9,0.9
SE30,923,Number of taxa: 923,#B7AD13,square,0.9,0.9
SE31,798,Number of taxa: 798,#B7AD13,square,0.9,0.9
SE33,1044,Number of taxa: 1044,#B29215,square,0.9,0.9
SE36,908,Number of taxa: 908,#B7AD13,square,0.9,0.9
SE37,995,Number of taxa: 995,#B7AD13,square,0.9,0.9
SE38,815,Number of taxa: 815,#B7AD13,square,0.9,0.9
SE39,787,Number of taxa: 787,#B7AD13,square,0.9,0.9
SE40,933,Number of taxa: 933,#B7AD13,square,0.9,0.9
SE41,710,Number of taxa: 710,#BCC812,square,0.9,0.9
SE44,988,Number of taxa: 988,#B7AD13,square,0.9,0.9
SE45,685,Number of taxa: 685,#BCC812,square,0.9,0.9
SE46,676,Number of taxa: 676,#BCC812,square,0.9,0.9
SE48,952,Number of taxa: 952,#B7AD13,square,0.9,0.9
SE50,1135,Number of taxa: 1135,#B29215,square,0.9,0.9
SE54,819,Number of taxa: 819,#B7AD13,square,0.9,0.9
SE56,677,Number of taxa: 677,#BCC812,square,0.9,0.9
SE59,654,Number of taxa: 654,#BCC812,square,0.9,0.9
SE61,814,Number of taxa: 814,#B7AD13,square,0.9,0.9
SE65,1017,Number of taxa: 1017,#B29215,square,0.9,0.9
SE69,676,Number of taxa: 676,#BCC812,square,0.9,0.9
SE70,863,Number of taxa: 863,#B7AD13,square,0.9,0.9
SE71,805,Number of taxa: 805,#B7AD13,square,0.9,0.9
SE72,653,Number of taxa: 653,#BCC812,square,0.9,0.9
SE73,625,Number of taxa: 625,#BCC812,square,0.9,0.9
SE74,817,Number of taxa: 817,#B7AD13,square,0.9,0.9
SE75,665,Number of taxa: 665,#BCC812,square,0.9,0.9
SE79,743,Number of taxa: 743,#BCC812,square,0.9,0.9
SE82,726,Number of taxa: 726,#BCC812,square,0.9,0.9
SE83,805,Number of taxa: 805,#B7AD13,square,0.9,0.9
SE84,741,Number of taxa: 741,#BCC812,square,0.9,0.9
SE86,623,Number of taxa: 623,#BCC812,square,0.9,0.9
SE87,706,Number of taxa: 706,#BCC812,square,0.9,0.9
SE92,864,Number of taxa: 864,#B7AD13,square,0.9,0.9
SE93,762,Number of taxa: 762,#B7AD13,square,0.9,0.9
SE94,646,Number of taxa: 646,#BCC812,square,0.9,0.9
SE95,527,Number of taxa: 527,#BCC812,square,0.9,0.9
SE96,503,Number of taxa: 503,#BCC812,square,0.9,0.9
SE97,598,Number of taxa: 598,#BCC812,square,0.9,0.9
SE99,839,Number of taxa: 839,#B7AD13,square,0.9,0.9
SH23,865,Number of taxa: 865,#B7AD13,square,0.9,0.9
SH27,858,Number of taxa: 858,#B7AD13,square,0.9,0.9
SH34,743,Number of taxa: 743,#BCC812,square,0.9,0.9
SH37,993,Number of taxa: 993,#B7AD13,square,0.9,0.9
SH38,774,Number of taxa: 774,#B7AD13,square,0.9,0.9
SH39,785,Number of taxa: 785,#B7AD13,square,0.9,0.9
SH44,803,Number of taxa: 803,#B7AD13,square,0.9,0.9
SH48,931,Number of taxa: 931,#B7AD13,square,0.9,0.9
SH54,805,Number of taxa: 805,#B7AD13,square,0.9,0.9
SH55,708,Number of taxa: 708,#BCC812,square,0.9,0.9
SH60,563,Number of taxa: 563,#BCC812,square,0.9,0.9
SH61,1004,Number of taxa: 1004,#B29215,square,0.9,0.9
SH65,681,Number of taxa: 681,#BCC812,square,0.9,0.9
SH74,579,Number of taxa: 579,#BCC812,square,0.9,0.9
SH83,611,Number of taxa: 611,#BCC812,square,0.9,0.9
SH98,510,Number of taxa: 510,#BCC812,square,0.9,0.9
SJ00,647,Number of taxa: 647,#BCC812,square,0.9,0.9
SJ06,831,Number of taxa: 831,#B7AD13,square,0.9,0.9
SJ08,1065,Number of taxa: 1065,#B29215,square,0.9,0.9
SJ18,914,Number of taxa: 914,#B7AD13,square,0.9,0.9
SJ27,1034,Number of taxa: 1034,#B29215,square,0.9,0.9
SJ28,1190,Number of taxa: 1190,#B29215,square,0.9,0.9
SJ29,980,Number of taxa: 980,#B7AD13,square,0.9,0.9
SJ35,1046,Number of taxa: 1046,#B29215,square,0.9,0.9
SJ37,1093,Number of taxa: 1093,#B29215,square,0.9,0.9
SJ39,1411,Number of taxa: 1411,#AD7716,square,0.9,0.9
SJ42,810,Number of taxa: 810,#B7AD13,square,0.9,0.9
SJ44,794,Number of taxa: 794,#B7AD13,square,0.9,0.9
SJ46,932,Number of taxa: 932,#B7AD13,square,0.9,0.9
SJ47,872,Number of taxa: 872,#B7AD13,square,0.9,0.9
SJ48,1206,Number of taxa: 1206,#B29215,square,0.9,0.9
SJ53,841,Number of taxa: 841,#B7AD13,square,0.9,0.9
SJ54,845,Number of taxa: 845,#B7AD13,square,0.9,0.9
SJ57,1019,Number of taxa: 1019,#B29215,square,0.9,0.9
SJ58,1020,Number of taxa: 1020,#B29215,square,0.9,0.9
SJ61,809,Number of taxa: 809,#B7AD13,square,0.9,0.9
SJ62,717,Number of taxa: 717,#BCC812,square,0.9,0.9
SJ63,715,Number of taxa: 715,#BCC812,square,0.9,0.9
SJ64,749,Number of taxa: 749,#BCC812,square,0.9,0.9
SJ65,830,Number of taxa: 830,#B7AD13,square,0.9,0.9
SJ66,874,Number of taxa: 874,#B7AD13,square,0.9,0.9
SJ67,921,Number of taxa: 921,#B7AD13,square,0.9,0.9
SJ68,954,Number of taxa: 954,#B7AD13,square,0.9,0.9
SJ69,1050,Number of taxa: 1050,#B29215,square,0.9,0.9
SJ70,804,Number of taxa: 804,#B7AD13,square,0.9,0.9
SJ75,893,Number of taxa: 893,#B7AD13,square,0.9,0.9
SJ76,865,Number of taxa: 865,#B7AD13,square,0.9,0.9
SJ77,890,Number of taxa: 890,#B7AD13,square,0.9,0.9
SJ82,853,Number of taxa: 853,#B7AD13,square,0.9,0.9
SJ85,1080,Number of taxa: 1080,#B29215,square,0.9,0.9
SJ87,795,Number of taxa: 795,#B7AD13,square,0.9,0.9
SJ88,1065,Number of taxa: 1065,#B29215,square,0.9,0.9
SJ91,950,Number of taxa: 950,#B7AD13,square,0.9,0.9
SJ92,1068,Number of taxa: 1068,#B29215,square,0.9,0.9
SJ93,872,Number of taxa: 872,#B7AD13,square,0.9,0.9
SJ94,933,Number of taxa: 933,#B7AD13,square,0.9,0.9
SJ96,768,Number of taxa: 768,#B7AD13,square,0.9,0.9
SK00,1012,Number of taxa: 1012,#B29215,square,0.9,0.9
SK02,852,Number of taxa: 852,#B7AD13,square,0.9,0.9
SK06,789,Number of taxa: 789,#B7AD13,square,0.9,0.9
SK07,985,Number of taxa: 985,#B7AD13,square,0.9,0.9
SK08,864,Number of taxa: 864,#B7AD13,square,0.9,0.9
SK15,902,Number of taxa: 902,#B7AD13,square,0.9,0.9
SK17,991,Number of taxa: 991,#B7AD13,square,0.9,0.9
SK24,1014,Number of taxa: 1014,#B29215,square,0.9,0.9
SK25,1025,Number of taxa: 1025,#B29215,square,0.9,0.9
SK30,866,Number of taxa: 866,#B7AD13,square,0.9,0.9
SK31,950,Number of taxa: 950,#B7AD13,square,0.9,0.9
SK33,1072,Number of taxa: 1072,#B29215,square,0.9,0.9
SK34,911,Number of taxa: 911,#B7AD13,square,0.9,0.9
SK35,985,Number of taxa: 985,#B7AD13,square,0.9,0.9
SK42,955,Number of taxa: 955,#B7AD13,square,0.9,0.9
SK43,1164,Number of taxa: 1164,#B29215,square,0.9,0.9
SK46,1010,Number of taxa: 1010,#B29215,square,0.9,0.9
SK47,934,Number of taxa: 934,#B7AD13,square,0.9,0.9
SK48,959,Number of taxa: 959,#B7AD13,square,0.9,0.9
SK59,1069,Number of taxa: 1069,#B29215,square,0.9,0.9
SK61,887,Number of taxa: 887,#B7AD13,square,0.9,0.9
SK69,1114,Number of taxa: 1114,#B29215,square,0.9,0.9
SK72,866,Number of taxa: 866,#B7AD13,square,0.9,0.9
SK73,929,Number of taxa: 929,#B7AD13,square,0.9,0.9
SK76,782,Number of taxa: 782,#B7AD13,square,0.9,0.9
SK78,890,Number of taxa: 890,#B7AD13,square,0.9,0.9
SK79,973,Number of taxa: 973,#B7AD13,square,0.9,0.9
SK80,910,Number of taxa: 910,#B7AD13,square,0.9,0.9
SK88,932,Number of taxa: 932,#B7AD13,square,0.9,0.9
SK94,946,Number of taxa: 946,#B7AD13,square,0.9,0.9
SK95,795,Number of taxa: 795,#B7AD13,square,0.9,0.9
SK98,755,Number of taxa: 755,#B7AD13,square,0.9,0.9
SK99,791,Number of taxa: 791,#B7AD13,square,0.9,0.9
SM90,866,Number of taxa: 866,#B7AD13,square,0.9,0.9
SM92,643,Number of taxa: 643,#BCC812,square,0.9,0.9
SN00,798,Number of taxa: 798,#B7AD13,square,0.9,0.9
SN02,606,Number of taxa: 606,#BCC812,square,0.9,0.9
SN11,665,Number of taxa: 665,#BCC812,square,0.9,0.9
SN30,1023,Number of taxa: 1023,#B29215,square,0.9,0.9
SN31,1080,Number of taxa: 1080,#B29215,square,0.9,0.9
SN41,968,Number of taxa: 968,#B7AD13,square,0.9,0.9
SN43,654,Number of taxa: 654,#BCC812,square,0.9,0.9
SN52,841,Number of taxa: 841,#B7AD13,square,0.9,0.9
SN60,704,Number of taxa: 704,#BCC812,square,0.9,0.9
SN71,740,Number of taxa: 740,#BCC812,square,0.9,0.9
SN73,815,Number of taxa: 815,#B7AD13,square,0.9,0.9
