gr,freq,shape,colour,opacity,size
J4583,1,circlerad,black,0.8,1
J4642,1,circlerad,black,0.8,1
J4667,1,circlerad,black,0.8,1
J4668,1,circlerad,black,0.8,1
J4673,1,circlerad,black,0.8,1
J4680,1,circlerad,black,0.8,1
J4682,1,circlerad,black,0.8,1
J4736,1,circlerad,black,0.8,1
J4742,1,circlerad,black,0.8,1
J4756,1,circlerad,black,0.8,1
J4764,1,circlerad,black,0.8,1
J4765,1,circlerad,black,0.8,1
J4773,1,circlerad,black,0.8,1
J4779,2,circlerad,black,0.8,1
J4835,3,circlerad,black,0.8,1
J4863,3,circlerad,black,0.8,1
J4870,1,circlerad,black,0.8,1
J4872,1,circlerad,black,0.8,1
J4874,1,circlerad,black,0.8,1
J4880,1,circlerad,black,0.8,1
J4936,1,circlerad,black,0.8,1
J4961,3,circlerad,black,0.8,1
J4962,1,circlerad,black,0.8,1
J4968,1,circlerad,black,0.8,1
J4976,1,circlerad,black,0.8,1
J4982,1,circlerad,black,0.8,1
J5036,2,circlerad,black,0.8,1
J5038,4,circlerad,black,0.8,1
J5072,2,circlerad,black,0.8,1
J5077,2,circlerad,black,0.8,1
J5078,1,circlerad,black,0.8,1
J5079,1,circlerad,black,0.8,1
J5080,1,circlerad,black,0.8,1
J5082,1,circlerad,black,0.8,1
J5134,1,circlerad,black,0.8,1
J5135,1,circlerad,black,0.8,1
J5146,1,circlerad,black,0.8,1
J5157,1,circlerad,black,0.8,1
J5171,1,circlerad,black,0.8,1
J5182,3,circlerad,black,0.8,1
J5191,1,circlerad,black,0.8,1
J5233,1,circlerad,black,0.8,1
J5248,2,circlerad,black,0.8,1
J5271,3,circlerad,black,0.8,1
J5278,2,circlerad,black,0.8,1
J5280,1,circlerad,black,0.8,1
J5281,1,circlerad,black,0.8,1
J5282,4,circlerad,black,0.8,1
J5283,1,circlerad,black,0.8,1
J5334,1,circlerad,black,0.8,1
J5335,3,circlerad,black,0.8,1
J5336,3,circlerad,black,0.8,1
J5337,1,circlerad,black,0.8,1
J5352,2,circlerad,black,0.8,1
J5383,3,circlerad,black,0.8,1
J5435,1,circlerad,black,0.8,1
J5436,2,circlerad,black,0.8,1
J5469,1,circlerad,black,0.8,1
J5470,1,circlerad,black,0.8,1
J5483,4,circlerad,black,0.8,1
J5535,4,circlerad,black,0.8,1
J5537,4,circlerad,black,0.8,1
J5569,4,circlerad,black,0.8,1
J5583,1,circlerad,black,0.8,1
J5636,2,circlerad,black,0.8,1
J5637,3,circlerad,black,0.8,1
J5638,3,circlerad,black,0.8,1
J5651,1,circlerad,black,0.8,1
J5666,1,circlerad,black,0.8,1
J5667,1,circlerad,black,0.8,1
J5738,3,circlerad,black,0.8,1
J5739,1,circlerad,black,0.8,1
J5750,3,circlerad,black,0.8,1
J5752,2,circlerad,black,0.8,1
J5767,2,circlerad,black,0.8,1
J5781,3,circlerad,black,0.8,1
J5782,2,circlerad,black,0.8,1
J5849,4,circlerad,black,0.8,1
J5851,1,circlerad,black,0.8,1
J5855,2,circlerad,black,0.8,1
J5867,3,circlerad,black,0.8,1
J5879,1,circlerad,black,0.8,1
J5880,2,circlerad,black,0.8,1
J5883,1,circlerad,black,0.8,1
J5941,6,circlerad,black,0.8,1
J5945,2,circlerad,black,0.8,1
J5948,2,circlerad,black,0.8,1
J5950,5,circlerad,black,0.8,1
J5951,1,circlerad,black,0.8,1
J5961,2,circlerad,black,0.8,1
J5962,3,circlerad,black,0.8,1
J5963,1,circlerad,black,0.8,1
J5965,2,circlerad,black,0.8,1
J5975,2,circlerad,black,0.8,1
J5976,1,circlerad,black,0.8,1
J5977,3,circlerad,black,0.8,1
J5978,3,circlerad,black,0.8,1
J5979,3,circlerad,black,0.8,1
J5980,2,circlerad,black,0.8,1
J5983,1,circlerad,black,0.8,1
J5985,2,circlerad,black,0.8,1
J6042,1,circlerad,black,0.8,1
J6043,4,circlerad,black,0.8,1
J6046,1,circlerad,black,0.8,1
J6058,2,circlerad,black,0.8,1
J6059,5,circlerad,black,0.8,1
J6060,1,circlerad,black,0.8,1
J6062,1,circlerad,black,0.8,1
J6074,1,circlerad,black,0.8,1
J6075,2,circlerad,black,0.8,1
J6086,1,circlerad,black,0.8,1
J6143,7,circlerad,black,0.8,1
J6145,1,circlerad,black,0.8,1
J6146,2,circlerad,black,0.8,1
J6161,1,circlerad,black,0.8,1
J6172,1,circlerad,black,0.8,1
J6174,1,circlerad,black,0.8,1
J6245,3,circlerad,black,0.8,1
J6247,3,circlerad,black,0.8,1
J6268,3,circlerad,black,0.8,1
J6269,1,circlerad,black,0.8,1
J6272,2,circlerad,black,0.8,1
J6348,2,circlerad,black,0.8,1
J6351,4,circlerad,black,0.8,1
J6355,1,circlerad,black,0.8,1
J6356,2,circlerad,black,0.8,1
J6365,1,circlerad,black,0.8,1
J6369,1,circlerad,black,0.8,1
J6371,1,circlerad,black,0.8,1
J6451,5,circlerad,black,0.8,1
J6453,2,circlerad,black,0.8,1
J6454,1,circlerad,black,0.8,1
J6457,4,circlerad,black,0.8,1
J6458,2,circlerad,black,0.8,1
J6463,1,circlerad,black,0.8,1
J6464,1,circlerad,black,0.8,1
J6542,1,circlerad,black,0.8,1
J6551,4,circlerad,black,0.8,1
J6552,1,circlerad,black,0.8,1
J6559,1,circlerad,black,0.8,1
J6563,1,circlerad,black,0.8,1
J6659,1,circlerad,black,0.8,1
J6661,1,circlerad,black,0.8,1
J6663,3,circlerad,black,0.8,1
L6076,1,circlerad,black,0.8,1
L6166,1,circlerad,black,0.8,1
L9039,1,circlerad,black,0.8,1
L9483,1,circlerad,black,0.8,1
M0801,1,circlerad,black,0.8,1
M1520,1,circlerad,black,0.8,1
M2208,2,circlerad,black,0.8,1
M2924,1,circlerad,black,0.8,1
M2925,1,circlerad,black,0.8,1
M3213,1,circlerad,black,0.8,1
M3225,1,circlerad,black,0.8,1
M3825,1,circlerad,black,0.8,1
N0606,1,circlerad,black,0.8,1
N5504,1,circlerad,black,0.8,1
N6107,1,circlerad,black,0.8,1
N8314,1,circlerad,black,0.8,1
NA0701,1,circlerad,black,0.8,1
NA0800,1,circlerad,black,0.8,1
NA0801,1,circlerad,black,0.8,1
NB3451,1,circlerad,black,0.8,1
NB5164,1,circlerad,black,0.8,1
NC0922,2,circlerad,black,0.8,1
NC5610,2,circlerad,black,0.8,1
NC8500,2,circlerad,black,0.8,1
NC9005,3,circlerad,black,0.8,1
ND0013,1,circlerad,black,0.8,1
ND1628,1,circlerad,black,0.8,1
ND1629,1,circlerad,black,0.8,1
ND2435,2,circlerad,black,0.8,1
ND3342,1,circlerad,black,0.8,1
ND3650,1,circlerad,black,0.8,1
ND3651,1,circlerad,black,0.8,1
NF6907,2,circlerad,black,0.8,1
NF7007,1,circlerad,black,0.8,1
NF7070,2,circlerad,black,0.8,1
NF7107,1,circlerad,black,0.8,1
NF7129,3,circlerad,black,0.8,1
NF7308,2,circlerad,black,0.8,1
NF7373,1,circlerad,black,0.8,1
NF7471,1,circlerad,black,0.8,1
NF7571,1,circlerad,black,0.8,1
NF7773,2,circlerad,black,0.8,1
NF7855,1,circlerad,black,0.8,1
NF7914,1,circlerad,black,0.8,1
NF8131,2,circlerad,black,0.8,1
NF8277,2,circlerad,black,0.8,1
NF8363,1,circlerad,black,0.8,1
NF8544,2,circlerad,black,0.8,1
NF8763,2,circlerad,black,0.8,1
NF8863,1,circlerad,black,0.8,1
NF8891,2,circlerad,black,0.8,1
NG0395,1,circlerad,black,0.8,1
NG2841,1,circlerad,black,0.8,1
NG2958,1,circlerad,black,0.8,1
NG3456,1,circlerad,black,0.8,1
NG3555,1,circlerad,black,0.8,1
NG4076,4,circlerad,black,0.8,1
NG5262,1,circlerad,black,0.8,1
NG5829,1,circlerad,black,0.8,1
NG5830,1,circlerad,black,0.8,1
NG6202,1,circlerad,black,0.8,1
NG6403,1,circlerad,black,0.8,1
NG6423,1,circlerad,black,0.8,1
NG7125,1,circlerad,black,0.8,1
NG8020,1,circlerad,black,0.8,1
NH0997,1,circlerad,black,0.8,1
NH1293,1,circlerad,black,0.8,1
NH5250,1,circlerad,black,0.8,1
NH5348,1,circlerad,black,0.8,1
NH5456,2,circlerad,black,0.8,1
NH5458,1,circlerad,black,0.8,1
NH5558,1,circlerad,black,0.8,1
NH5862,1,circlerad,black,0.8,1
NH5960,1,circlerad,black,0.8,1
NH6051,1,circlerad,black,0.8,1
NH6091,1,circlerad,black,0.8,1
NH6249,1,circlerad,black,0.8,1
NH6349,1,circlerad,black,0.8,1
NH6367,1,circlerad,black,0.8,1
NH6448,1,circlerad,black,0.8,1
NH6468,1,circlerad,black,0.8,1
NH6546,1,circlerad,black,0.8,1
NH6547,1,circlerad,black,0.8,1
NH6548,1,circlerad,black,0.8,1
NH6745,2,circlerad,black,0.8,1
NH6844,1,circlerad,black,0.8,1
NH6845,1,circlerad,black,0.8,1
NH6943,1,circlerad,black,0.8,1
NH6944,1,circlerad,black,0.8,1
NH6945,1,circlerad,black,0.8,1
NH6946,1,circlerad,black,0.8,1
NH6968,1,circlerad,black,0.8,1
NH6969,1,circlerad,black,0.8,1
NH7041,1,circlerad,black,0.8,1
NH7042,1,circlerad,black,0.8,1
NH7043,1,circlerad,black,0.8,1
NH7044,1,circlerad,black,0.8,1
NH7046,2,circlerad,black,0.8,1
NH7055,1,circlerad,black,0.8,1
NH7070,1,circlerad,black,0.8,1
NH7138,2,circlerad,black,0.8,1
NH7147,3,circlerad,black,0.8,1
NH7240,1,circlerad,black,0.8,1
NH7372,1,circlerad,black,0.8,1
NH7455,1,circlerad,black,0.8,1
NH7650,1,circlerad,black,0.8,1
NH7867,1,circlerad,black,0.8,1
NH7889,2,circlerad,black,0.8,1
NH7896,2,circlerad,black,0.8,1
NH8068,2,circlerad,black,0.8,1
NH8096,1,circlerad,black,0.8,1
NH8226,3,circlerad,black,0.8,1
NH8257,1,circlerad,black,0.8,1
NH8299,2,circlerad,black,0.8,1
NH8354,1,circlerad,black,0.8,1
NH8357,1,circlerad,black,0.8,1
NH8523,1,circlerad,black,0.8,1
NH8655,1,circlerad,black,0.8,1
NH8755,1,circlerad,black,0.8,1
NH8853,1,circlerad,black,0.8,1
NH8855,1,circlerad,black,0.8,1
NH8856,1,circlerad,black,0.8,1
NH8953,1,circlerad,black,0.8,1
NH8955,1,circlerad,black,0.8,1
NH8956,1,circlerad,black,0.8,1
NH9155,1,circlerad,black,0.8,1
NH9184,1,circlerad,black,0.8,1
NH9260,1,circlerad,black,0.8,1
NH9283,2,circlerad,black,0.8,1
NH9455,1,circlerad,black,0.8,1
NH9656,2,circlerad,black,0.8,1
NH9756,1,circlerad,black,0.8,1
NH9757,1,circlerad,black,0.8,1
NH9857,3,circlerad,black,0.8,1
NH9957,2,circlerad,black,0.8,1
NJ0024,1,circlerad,black,0.8,1
NJ0025,7,circlerad,black,0.8,1
NJ0057,3,circlerad,black,0.8,1
NJ0058,1,circlerad,black,0.8,1
NJ0158,5,circlerad,black,0.8,1
NJ0258,2,circlerad,black,0.8,1
NJ0259,1,circlerad,black,0.8,1
NJ0326,2,circlerad,black,0.8,1
NJ0359,1,circlerad,black,0.8,1
NJ0364,1,circlerad,black,0.8,1
NJ0459,2,circlerad,black,0.8,1
NJ0560,2,circlerad,black,0.8,1
NJ0655,1,circlerad,black,0.8,1
NJ0659,1,circlerad,black,0.8,1
NJ0660,3,circlerad,black,0.8,1
NJ0759,1,circlerad,black,0.8,1
NJ0762,2,circlerad,black,0.8,1
NJ0830,1,circlerad,black,0.8,1
NJ0860,3,circlerad,black,0.8,1
NJ0863,2,circlerad,black,0.8,1
NJ0931,1,circlerad,black,0.8,1
NJ0960,1,circlerad,black,0.8,1
NJ0961,1,circlerad,black,0.8,1
NJ1061,3,circlerad,black,0.8,1
NJ1161,1,circlerad,black,0.8,1
NJ1168,1,circlerad,black,0.8,1
NJ1261,2,circlerad,black,0.8,1
NJ1265,1,circlerad,black,0.8,1
NJ1268,2,circlerad,black,0.8,1
NJ1361,1,circlerad,black,0.8,1
NJ1362,5,circlerad,black,0.8,1
NJ1368,1,circlerad,black,0.8,1
NJ1369,2,circlerad,black,0.8,1
NJ1462,1,circlerad,black,0.8,1
NJ1465,1,circlerad,black,0.8,1
NJ1466,1,circlerad,black,0.8,1
NJ1469,3,circlerad,black,0.8,1
NJ1562,1,circlerad,black,0.8,1
NJ1563,1,circlerad,black,0.8,1
NJ1566,1,circlerad,black,0.8,1
NJ1567,1,circlerad,black,0.8,1
NJ1569,2,circlerad,black,0.8,1
NJ1570,2,circlerad,black,0.8,1
NJ1661,1,circlerad,black,0.8,1
NJ1663,2,circlerad,black,0.8,1
NJ1668,1,circlerad,black,0.8,1
NJ1669,1,circlerad,black,0.8,1
NJ1762,1,circlerad,black,0.8,1
NJ1763,1,circlerad,black,0.8,1
NJ1767,1,circlerad,black,0.8,1
NJ1769,1,circlerad,black,0.8,1
NJ1770,1,circlerad,black,0.8,1
NJ1862,1,circlerad,black,0.8,1
NJ1865,1,circlerad,black,0.8,1
NJ1870,2,circlerad,black,0.8,1
NJ1958,1,circlerad,black,0.8,1
NJ1962,2,circlerad,black,0.8,1
NJ1970,1,circlerad,black,0.8,1
NJ2062,5,circlerad,black,0.8,1
NJ2070,2,circlerad,black,0.8,1
NJ2161,1,circlerad,black,0.8,1
NJ2162,1,circlerad,black,0.8,1
NJ2163,1,circlerad,black,0.8,1
NJ2164,1,circlerad,black,0.8,1
NJ2165,1,circlerad,black,0.8,1
NJ2170,1,circlerad,black,0.8,1
NJ2258,1,circlerad,black,0.8,1
