gr,freq,shape,colour,opacity,size
HU37B,1,circle,black,0.8,1
HU37C,1,circle,black,0.8,1
HU35T,1,circle,black,0.8,1
HU36U,1,circle,black,0.8,1
HU40E,1,circle,black,0.8,1
HU44P,1,circle,black,0.8,1
HU42M,1,circle,black,0.8,1
HU42S,1,circle,black,0.8,1
HU44Q,1,circle,black,0.8,1
J05A,1,circle,black,0.8,1
J05B,1,circle,black,0.8,1
J08E,1,circle,black,0.8,1
J09A,1,circle,black,0.8,1
J05C,1,circle,black,0.8,1
J05H,1,circle,black,0.8,1
J05I,1,circle,black,0.8,1
J05J,2,circle,black,0.8,1
J00G,1,circle,black,0.8,1
J04H,1,circle,black,0.8,1
J08J,1,circle,black,0.8,1
J05K,1,circle,black,0.8,1
J05P,2,circle,black,0.8,1
J00M,1,circle,black,0.8,1
J06K,1,circle,black,0.8,1
J02U,1,circle,black,0.8,1
J06Q,2,circle,black,0.8,1
J01R,1,circle,black,0.8,1
J02Q,1,circle,black,0.8,1
J02S,2,circle,black,0.8,1
J02T,2,circle,black,0.8,1
J03Q,1,circle,black,0.8,1
J09Q,1,circle,black,0.8,1
J03V,3,circle,black,0.8,1
J06V,2,circle,black,0.8,1
J02X,1,circle,black,0.8,1
J03W,1,circle,black,0.8,1
J03X,1,circle,black,0.8,1
J13E,1,circle,black,0.8,1
J14A,2,circle,black,0.8,1
J14B,2,circle,black,0.8,1
J14E,1,circle,black,0.8,1
J16A,2,circle,black,0.8,1
J12A,1,circle,black,0.8,1
J12B,1,circle,black,0.8,1
J16C,1,circle,black,0.8,1
J11J,2,circle,black,0.8,1
J14H,2,circle,black,0.8,1
J14I,1,circle,black,0.8,1
J16F,2,circle,black,0.8,1
J11N,1,circle,black,0.8,1
J11P,2,circle,black,0.8,1
J14N,3,circle,black,0.8,1
J16K,2,circle,black,0.8,1
J18M,1,circle,black,0.8,1
J11U,2,circle,black,0.8,1
J14U,3,circle,black,0.8,1
J16Q,3,circle,black,0.8,1
J11T,1,circle,black,0.8,1
J15U,1,circle,black,0.8,1
J11X,2,circle,black,0.8,1
J11Y,1,circle,black,0.8,1
J11Z,1,circle,black,0.8,1
J14Z,1,circle,black,0.8,1
J15V,2,circle,black,0.8,1
J15W,3,circle,black,0.8,1
J15Z,2,circle,black,0.8,1
J21C,3,circle,black,0.8,1
J23A,1,circle,black,0.8,1
J25C,3,circle,black,0.8,1
J25E,2,circle,black,0.8,1
J21A,1,circle,black,0.8,1
J26A,1,circle,black,0.8,1
J28C,1,circle,black,0.8,1
J21F,1,circle,black,0.8,1
J21H,1,circle,black,0.8,1
J25I,2,circle,black,0.8,1
J26F,3,circle,black,0.8,1
J25J,1,circle,black,0.8,1
J21K,3,circle,black,0.8,1
J21L,1,circle,black,0.8,1
J23P,1,circle,black,0.8,1
J25P,3,circle,black,0.8,1
J26K,3,circle,black,0.8,1
J26L,2,circle,black,0.8,1
J28M,1,circle,black,0.8,1
J28P,1,circle,black,0.8,1
J20U,1,circle,black,0.8,1
J21Q,1,circle,black,0.8,1
J26R,3,circle,black,0.8,1
J26S,1,circle,black,0.8,1
J28S,1,circle,black,0.8,1
J26W,2,circle,black,0.8,1
J26X,3,circle,black,0.8,1
J27V,1,circle,black,0.8,1
J29V,1,circle,black,0.8,1
J26V,1,circle,black,0.8,1
J26Y,2,circle,black,0.8,1
J26Z,2,circle,black,0.8,1
J36A,2,circle,black,0.8,1
J36D,1,circle,black,0.8,1
J37A,2,circle,black,0.8,1
J31C,2,circle,black,0.8,1
J36E,1,circle,black,0.8,1
J37B,1,circle,black,0.8,1
J31H,3,circle,black,0.8,1
J36F,1,circle,black,0.8,1
J37I,1,circle,black,0.8,1
J31I,1,circle,black,0.8,1
J36G,2,circle,black,0.8,1
J36J,1,circle,black,0.8,1
J37G,1,circle,black,0.8,1
J36L,2,circle,black,0.8,1
J36P,4,circle,black,0.8,1
J37M,3,circle,black,0.8,1
J37P,1,circle,black,0.8,1
J38L,1,circle,black,0.8,1
J31N,1,circle,black,0.8,1
J37K,1,circle,black,0.8,1
J37N,1,circle,black,0.8,1
J38K,1,circle,black,0.8,1
J31U,3,circle,black,0.8,1
J35Q,3,circle,black,0.8,1
J35R,1,circle,black,0.8,1
J36U,1,circle,black,0.8,1
J37Q,3,circle,black,0.8,1
J37S,3,circle,black,0.8,1
J38R,1,circle,black,0.8,1
J32Q,2,circle,black,0.8,1
J32R,1,circle,black,0.8,1
J32U,1,circle,black,0.8,1
J33Q,2,circle,black,0.8,1
J37R,1,circle,black,0.8,1
J37T,1,circle,black,0.8,1
J37U,1,circle,black,0.8,1
J32X,1,circle,black,0.8,1
J32Y,2,circle,black,0.8,1
J32Z,2,circle,black,0.8,1
J33W,3,circle,black,0.8,1
J34Z,2,circle,black,0.8,1
J36W,1,circle,black,0.8,1
J37W,3,circle,black,0.8,1
J37X,1,circle,black,0.8,1
J37Y,2,circle,black,0.8,1
J37Z,3,circle,black,0.8,1
J33X,2,circle,black,0.8,1
J34Y,2,circle,black,0.8,1
J38Y,1,circle,black,0.8,1
J43D,1,circle,black,0.8,1
J44A,2,circle,black,0.8,1
J44B,1,circle,black,0.8,1
J44C,1,circle,black,0.8,1
J45E,1,circle,black,0.8,1
J47B,2,circle,black,0.8,1
J47E,2,circle,black,0.8,1
J48A,1,circle,black,0.8,1
J49E,1,circle,black,0.8,1
J46D,1,circle,black,0.8,1
J48D,1,circle,black,0.8,1
J48E,1,circle,black,0.8,1
J43J,1,circle,black,0.8,1
J46H,1,circle,black,0.8,1
J47G,1,circle,black,0.8,1
J47H,1,circle,black,0.8,1
J48F,3,circle,black,0.8,1
J48J,2,circle,black,0.8,1
J46G,1,circle,black,0.8,1
J44K,2,circle,black,0.8,1
J47M,1,circle,black,0.8,1
J48K,3,circle,black,0.8,1
J48P,1,circle,black,0.8,1
J45L,1,circle,black,0.8,1
J48L,1,circle,black,0.8,1
J44R,2,circle,black,0.8,1
J46T,1,circle,black,0.8,1
J46U,1,circle,black,0.8,1
J47R,2,circle,black,0.8,1
J48Q,1,circle,black,0.8,1
J48R,1,circle,black,0.8,1
J43T,1,circle,black,0.8,1
J45T,1,circle,black,0.8,1
J46S,2,circle,black,0.8,1
J47U,1,circle,black,0.8,1
J43X,1,circle,black,0.8,1
J46W,2,circle,black,0.8,1
J47V,1,circle,black,0.8,1
J47W,1,circle,black,0.8,1
J47X,1,circle,black,0.8,1
J48V,1,circle,black,0.8,1
J43Y,1,circle,black,0.8,1
J46V,1,circle,black,0.8,1
J46Z,1,circle,black,0.8,1
J47Y,1,circle,black,0.8,1
J48W,1,circle,black,0.8,1
J53D,1,circle,black,0.8,1
J53E,1,circle,black,0.8,1
J57B,1,circle,black,0.8,1
J57D,1,circle,black,0.8,1
J57E,2,circle,black,0.8,1
J58A,1,circle,black,0.8,1
J58B,2,circle,black,0.8,1
J53C,2,circle,black,0.8,1
J54D,1,circle,black,0.8,1
J55D,1,circle,black,0.8,1
J57A,1,circle,black,0.8,1
J59A,1,circle,black,0.8,1
J53G,1,circle,black,0.8,1
J54J,1,circle,black,0.8,1
J57F,1,circle,black,0.8,1
J57J,1,circle,black,0.8,1
J58F,2,circle,black,0.8,1
J58G,3,circle,black,0.8,1
J53H,2,circle,black,0.8,1
J53I,2,circle,black,0.8,1
J55G,1,circle,black,0.8,1
J53M,2,circle,black,0.8,1
J53N,2,circle,black,0.8,1
J56P,2,circle,black,0.8,1
J57K,1,circle,black,0.8,1
J58L,2,circle,black,0.8,1
J53T,2,circle,black,0.8,1
J53U,3,circle,black,0.8,1
J55Q,2,circle,black,0.8,1
J56T,3,circle,black,0.8,1
J55R,1,circle,black,0.8,1
J58Q,1,circle,black,0.8,1
J58R,1,circle,black,0.8,1
J54Z,2,circle,black,0.8,1
J55V,3,circle,black,0.8,1
J55X,1,circle,black,0.8,1
J56Y,1,circle,black,0.8,1
J57Z,3,circle,black,0.8,1
J58V,2,circle,black,0.8,1
J58W,2,circle,black,0.8,1
J54V,1,circle,black,0.8,1
J54X,1,circle,black,0.8,1
J56V,1,circle,black,0.8,1
J56W,2,circle,black,0.8,1
J56X,1,circle,black,0.8,1
J57X,1,circle,black,0.8,1
J57Y,2,circle,black,0.8,1
J58X,1,circle,black,0.8,1
J64B,3,circle,black,0.8,1
J64D,2,circle,black,0.8,1
J65E,2,circle,black,0.8,1
J66A,2,circle,black,0.8,1
J66B,1,circle,black,0.8,1
J67C,3,circle,black,0.8,1
J68D,1,circle,black,0.8,1
J64C,1,circle,black,0.8,1
J67B,1,circle,black,0.8,1
J64H,1,circle,black,0.8,1
J64I,1,circle,black,0.8,1
J66J,3,circle,black,0.8,1
J67G,1,circle,black,0.8,1
J64J,1,circle,black,0.8,1
J65F,1,circle,black,0.8,1
J65H,1,circle,black,0.8,1
J65I,1,circle,black,0.8,1
J66H,1,circle,black,0.8,1
J67F,1,circle,black,0.8,1
J65K,2,circle,black,0.8,1
J65L,2,circle,black,0.8,1
J65M,1,circle,black,0.8,1
J65N,1,circle,black,0.8,1
J65P,2,circle,black,0.8,1
J66L,2,circle,black,0.8,1
J66M,1,circle,black,0.8,1
J64L,1,circle,black,0.8,1
J65U,1,circle,black,0.8,1
J66Q,1,circle,black,0.8,1
J66R,1,circle,black,0.8,1
L67D,1,circle,black,0.8,1
L66D,1,circle,black,0.8,1
L93E,1,circle,black,0.8,1
L98L,1,circle,black,0.8,1
M00V,1,circle,black,0.8,1
M12K,1,circle,black,0.8,1
M20J,1,circle,black,0.8,1
M22X,2,circle,black,0.8,1
M31G,1,circle,black,0.8,1
M32H,1,circle,black,0.8,1
M32X,1,circle,black,0.8,1
N00T,1,circle,black,0.8,1
N50M,1,circle,black,0.8,1
N60D,1,circle,black,0.8,1
N81H,1,circle,black,0.8,1
NA00Q,1,circle,black,0.8,1
NA00V,2,circle,black,0.8,1
NB35K,1,circle,black,0.8,1
NB56C,1,circle,black,0.8,1
NC02W,1,circle,black,0.8,1
NC51Q,1,circle,black,0.8,1
NC80K,1,circle,black,0.8,1
NC90C,1,circle,black,0.8,1
ND01B,1,circle,black,0.8,1
ND12U,2,circle,black,0.8,1
ND23M,1,circle,black,0.8,1
ND34G,1,circle,black,0.8,1
ND35Q,2,circle,black,0.8,1
NF60Y,1,circle,black,0.8,1
NF70D,2,circle,black,0.8,1
NF77A,1,circle,black,0.8,1
NF72E,1,circle,black,0.8,1
NF70J,1,circle,black,0.8,1
NF77G,1,circle,black,0.8,1
NF77K,2,circle,black,0.8,1
NF77R,1,circle,black,0.8,1
NF75X,1,circle,black,0.8,1
NF71X,1,circle,black,0.8,1
NF83A,1,circle,black,0.8,1
NF87I,1,circle,black,0.8,1
NF86G,1,circle,black,0.8,1
NF84M,1,circle,black,0.8,1
NF86R,1,circle,black,0.8,1
NF86W,1,circle,black,0.8,1
NF89V,1,circle,black,0.8,1
NG09H,1,circle,black,0.8,1
NG24V,1,circle,black,0.8,1
NG25Z,1,circle,black,0.8,1
NG35N,1,circle,black,0.8,1
NG35M,1,circle,black,0.8,1
NG47D,1,circle,black,0.8,1
NG56G,1,circle,black,0.8,1
NG52Z,1,circle,black,0.8,1
NG53V,1,circle,black,0.8,1
NG60G,1,circle,black,0.8,1
NG60L,1,circle,black,0.8,1
NG62L,1,circle,black,0.8,1
NG72C,1,circle,black,0.8,1
NG82A,1,circle,black,0.8,1
NH09Y,1,circle,black,0.8,1
NH19G,1,circle,black,0.8,1
NH55F,1,circle,black,0.8,1
NH54J,1,circle,black,0.8,1
NH55N,1,circle,black,0.8,1
NH55P,2,circle,black,0.8,1
NH56W,1,circle,black,0.8,1
NH56V,1,circle,black,0.8,1
NH65A,1,circle,black,0.8,1
NH69A,1,circle,black,0.8,1
NH64J,2,circle,black,0.8,1
NH66I,1,circle,black,0.8,1
NH64P,2,circle,black,0.8,1
NH66P,1,circle,black,0.8,1
NH64N,2,circle,black,0.8,1
NH64S,1,circle,black,0.8,1
NH64X,4,circle,black,0.8,1
NH64W,1,circle,black,0.8,1
NH64Y,1,circle,black,0.8,1
NH66Z,2,circle,black,0.8,1
NH74A,1,circle,black,0.8,1
NH74B,2,circle,black,0.8,1
NH74C,1,circle,black,0.8,1
NH74D,2,circle,black,0.8,1
NH75C,1,circle,black,0.8,1
NH77A,1,circle,black,0.8,1
NH73E,1,circle,black,0.8,1
NH74F,1,circle,black,0.8,1
NH77G,1,circle,black,0.8,1
NH75M,1,circle,black,0.8,1
NH75Q,1,circle,black,0.8,1
NH76Y,1,circle,black,0.8,1
NH78Z,1,circle,black,0.8,1
NH79Y,1,circle,black,0.8,1
NH86E,1,circle,black,0.8,1
NH89D,1,circle,black,0.8,1
NH82I,1,circle,black,0.8,1
NH85I,2,circle,black,0.8,1
NH89J,1,circle,black,0.8,1
NH85H,1,circle,black,0.8,1
NH82L,1,circle,black,0.8,1
NH85S,2,circle,black,0.8,1
NH85W,2,circle,black,0.8,1
NH85X,2,circle,black,0.8,1
NH85Y,2,circle,black,0.8,1
NH95C,1,circle,black,0.8,1
NH98C,1,circle,black,0.8,1
NH96F,1,circle,black,0.8,1
NH98G,1,circle,black,0.8,1
NH95M,1,circle,black,0.8,1
NH95T,3,circle,black,0.8,1
NH95Y,2,circle,black,0.8,1
NJ02C,2,circle,black,0.8,1
NJ05D,1,circle,black,0.8,1
NJ05E,2,circle,black,0.8,1
NJ05J,3,circle,black,0.8,1
NJ02I,1,circle,black,0.8,1
NJ06H,1,circle,black,0.8,1
NJ05P,1,circle,black,0.8,1
NJ06K,1,circle,black,0.8,1
NJ05S,1,circle,black,0.8,1
NJ05U,2,circle,black,0.8,1
NJ06Q,1,circle,black,0.8,1
NJ06R,1,circle,black,0.8,1
NJ03V,2,circle,black,0.8,1
NJ06V,3,circle,black,0.8,1
NJ06W,1,circle,black,0.8,1
NJ16A,2,circle,black,0.8,1
NJ16E,1,circle,black,0.8,1
NJ16F,2,circle,black,0.8,1
NJ16H,1,circle,black,0.8,1
NJ16J,3,circle,black,0.8,1
NJ16G,1,circle,black,0.8,1
NJ16L,3,circle,black,0.8,1
NJ16M,1,circle,black,0.8,1
NJ16N,3,circle,black,0.8,1
NJ16P,2,circle,black,0.8,1
NJ17K,1,circle,black,0.8,1
NJ16Q,1,circle,black,0.8,1
NJ16R,3,circle,black,0.8,1
NJ16U,3,circle,black,0.8,1
NJ16T,1,circle,black,0.8,1
NJ17Q,1,circle,black,0.8,1
NJ16W,2,circle,black,0.8,1
NJ16X,1,circle,black,0.8,1
NJ17V,2,circle,black,0.8,1
NJ15Z,1,circle,black,0.8,1
NJ26B,3,circle,black,0.8,1
NJ27A,2,circle,black,0.8,1
NJ26A,1,circle,black,0.8,1
NJ26C,2,circle,black,0.8,1
NJ25J,2,circle,black,0.8,1
NJ26F,1,circle,black,0.8,1
NJ26G,2,circle,black,0.8,1
NJ26H,1,circle,black,0.8,1
NJ26I,2,circle,black,0.8,1
NJ26J,3,circle,black,0.8,1
NJ27F,2,circle,black,0.8,1
NJ25I,1,circle,black,0.8,1
NJ24K,1,circle,black,0.8,1
NJ26K,2,circle,black,0.8,1
NJ26L,1,circle,black,0.8,1
NJ26P,2,circle,black,0.8,1
NJ25P,1,circle,black,0.8,1
NJ26M,1,circle,black,0.8,1
NJ25U,2,circle,black,0.8,1
NJ26Q,3,circle,black,0.8,1
NJ24U,1,circle,black,0.8,1
NJ25Z,1,circle,black,0.8,1
NJ26V,3,circle,black,0.8,1
NJ26W,2,circle,black,0.8,1
NJ26Y,1,circle,black,0.8,1
NJ36A,2,circle,black,0.8,1
NJ35J,2,circle,black,0.8,1
NJ36F,1,circle,black,0.8,1
NJ35P,2,circle,black,0.8,1
NJ36L,1,circle,black,0.8,1
NJ35T,1,circle,black,0.8,1
NJ36R,1,circle,black,0.8,1
NJ35X,2,circle,black,0.8,1
NJ36V,1,circle,black,0.8,1
NJ36X,2,circle,black,0.8,1
NJ35W,1,circle,black,0.8,1
NJ45A,3,circle,black,0.8,1
NJ46B,1,circle,black,0.8,1
NJ46C,1,circle,black,0.8,1
NJ46H,1,circle,black,0.8,1
NJ44M,1,circle,black,0.8,1
NJ44X,1,circle,black,0.8,1
NJ56D,3,circle,black,0.8,1
NJ54A,1,circle,black,0.8,1
NJ53J,1,circle,black,0.8,1
NJ56N,1,circle,black,0.8,1
NJ56T,1,circle,black,0.8,1
NJ56X,1,circle,black,0.8,1
NJ56Y,2,circle,black,0.8,1
NJ66D,1,circle,black,0.8,1
NJ61H,1,circle,black,0.8,1
NJ66H,1,circle,black,0.8,1
NJ61L,1,circle,black,0.8,1
NJ63K,1,circle,black,0.8,1
NJ63L,1,circle,black,0.8,1
NJ62P,1,circle,black,0.8,1
NJ66R,1,circle,black,0.8,1
NJ66X,1,circle,black,0.8,1
NJ62X,1,circle,black,0.8,1
NJ76C,1,circle,black,0.8,1
NJ76H,1,circle,black,0.8,1
NJ76X,1,circle,black,0.8,1
NJ86C,2,circle,black,0.8,1
NJ86M,1,circle,black,0.8,1
NJ86X,1,circle,black,0.8,1
NJ90E,1,circle,black,0.8,1
NJ90G,1,circle,black,0.8,1
NJ90I,1,circle,black,0.8,1
NK06H,2,circle,black,0.8,1
NK02J,1,circle,black,0.8,1
NK03K,1,circle,black,0.8,1
NK06Q,2,circle,black,0.8,1
NK03X,1,circle,black,0.8,1
NK13D,1,circle,black,0.8,1
NK13E,1,circle,black,0.8,1
NK14F,1,circle,black,0.8,1
NL69H,1,circle,black,0.8,1
NL69L,1,circle,black,0.8,1
NL94H,1,circle,black,0.8,1
NL94F,2,circle,black,0.8,1
NL94N,3,circle,black,0.8,1
NL93P,1,circle,black,0.8,1
NL94L,1,circle,black,0.8,1
NL93U,1,circle,black,0.8,1
NL93Z,1,circle,black,0.8,1
NL94V,1,circle,black,0.8,1
NL94Y,1,circle,black,0.8,1
NM04D,1,circle,black,0.8,1
NM04P,1,circle,black,0.8,1
NM04T,1,circle,black,0.8,1
NM04Y,1,circle,black,0.8,1
NM15A,1,circle,black,0.8,1
NM26A,2,circle,black,0.8,1
NM21Z,1,circle,black,0.8,1
NM32A,1,circle,black,0.8,1
NM35W,1,circle,black,0.8,1
NM48S,1,circle,black,0.8,1
NM48X,1,circle,black,0.8,1
NM56B,1,circle,black,0.8,1
NM57F,1,circle,black,0.8,1
NM55L,1,circle,black,0.8,1
NM57K,1,circle,black,0.8,1
NM54Z,1,circle,black,0.8,1
NM64I,1,circle,black,0.8,1
NM65H,1,circle,black,0.8,1
NM65M,1,circle,black,0.8,1
NM65U,1,circle,black,0.8,1
NM67R,1,circle,black,0.8,1
NM66X,1,circle,black,0.8,1
NM74D,1,circle,black,0.8,1
NM76G,1,circle,black,0.8,1
NM75U,1,circle,black,0.8,1
NM86F,2,circle,black,0.8,1
NM84F,1,circle,black,0.8,1
NM85R,1,circle,black,0.8,1
NM83X,1,circle,black,0.8,1
NN17B,1,circle,black,0.8,1
NN17C,1,circle,black,0.8,1
NN48G,1,circle,black,0.8,1
NN60J,1,circle,black,0.8,1
NN69W,1,circle,black,0.8,1
NN79E,1,circle,black,0.8,1
NN70F,1,circle,black,0.8,1
NN70R,1,circle,black,0.8,1
NN70V,1,circle,black,0.8,1
NN70W,3,circle,black,0.8,1
NN80C,3,circle,black,0.8,1
NN80H,1,circle,black,0.8,1
NN80I,2,circle,black,0.8,1
NN86H,1,circle,black,0.8,1
NN80N,2,circle,black,0.8,1
NN86M,1,circle,black,0.8,1
NN80P,1,circle,black,0.8,1
NN80U,2,circle,black,0.8,1
NN80Z,2,circle,black,0.8,1
NN86X,2,circle,black,0.8,1
NN90E,3,circle,black,0.8,1
NN96B,2,circle,black,0.8,1
NN96D,1,circle,black,0.8,1
NN93P,1,circle,black,0.8,1
NN95V,1,circle,black,0.8,1
NO00L,1,circle,black,0.8,1
NO02S,1,circle,black,0.8,1
NO02Y,1,circle,black,0.8,1
NO02Z,2,circle,black,0.8,1
NO12F,1,circle,black,0.8,1
NO12V,1,circle,black,0.8,1
NO28A,1,circle,black,0.8,1
NO22B,1,circle,black,0.8,1
NO22H,1,circle,black,0.8,1
NO22N,1,circle,black,0.8,1
NO22Z,1,circle,black,0.8,1
NO33K,1,circle,black,0.8,1
NO32U,1,circle,black,0.8,1
NO30V,1,circle,black,0.8,1
NO42E,1,circle,black,0.8,1
NO50L,1,circle,black,0.8,1
NO50X,1,circle,black,0.8,1
NO63J,1,circle,black,0.8,1
NO74E,1,circle,black,0.8,1
NO75B,1,circle,black,0.8,1
NO77F,1,circle,black,0.8,1
NO88S,1,circle,black,0.8,1
NO88Z,3,circle,black,0.8,1
NR15Q,1,circle,black,0.8,1
NR24R,1,circle,black,0.8,1
NR38U,1,circle,black,0.8,1
NR39Z,1,circle,black,0.8,1
NR57F,1,circle,black,0.8,1
NR51W,2,circle,black,0.8,1
NR61B,1,circle,black,0.8,1
NR62F,1,circle,black,0.8,1
NR64M,1,circle,black,0.8,1
NR63T,1,circle,black,0.8,1
NR72F,1,circle,black,0.8,1
NR78G,1,circle,black,0.8,1
NR86B,1,circle,black,0.8,1
NS06X,2,circle,black,0.8,1
NS16C,1,circle,black,0.8,1
NS16X,1,circle,black,0.8,1
NS16Y,2,circle,black,0.8,1
NS16Z,1,circle,black,0.8,1
NS25E,1,circle,black,0.8,1
NS24B,1,circle,black,0.8,1
NS25D,1,circle,black,0.8,1
NS27B,1,circle,black,0.8,1
NS28C,1,circle,black,0.8,1
NS27G,1,circle,black,0.8,1
NS24G,1,circle,black,0.8,1
NS27H,1,circle,black,0.8,1
NS24P,1,circle,black,0.8,1
NS28N,1,circle,black,0.8,1
NS24S,1,circle,black,0.8,1
NS28R,1,circle,black,0.8,1
NS27X,1,circle,black,0.8,1
NS28W,3,circle,black,0.8,1
NS34A,2,circle,black,0.8,1
NS38A,2,circle,black,0.8,1
NS38B,1,circle,black,0.8,1
NS32F,2,circle,black,0.8,1
NS34F,1,circle,black,0.8,1
NS37J,2,circle,black,0.8,1
NS37H,1,circle,black,0.8,1
NS32K,2,circle,black,0.8,1
NS32M,1,circle,black,0.8,1
NS33M,1,circle,black,0.8,1
NS37M,1,circle,black,0.8,1
NS37N,1,circle,black,0.8,1
NS37L,1,circle,black,0.8,1
NS32R,1,circle,black,0.8,1
NS37R,2,circle,black,0.8,1
NS32S,1,circle,black,0.8,1
NS37W,2,circle,black,0.8,1
NS38V,2,circle,black,0.8,1
NS38W,1,circle,black,0.8,1
NS37X,1,circle,black,0.8,1
NS47B,2,circle,black,0.8,1
NS47C,2,circle,black,0.8,1
NS46B,1,circle,black,0.8,1
NS47G,1,circle,black,0.8,1
NS47H,1,circle,black,0.8,1
NS43J,1,circle,black,0.8,1
NS47F,1,circle,black,0.8,1
NS46M,2,circle,black,0.8,1
NS46P,2,circle,black,0.8,1
NS47K,3,circle,black,0.8,1
NS47L,1,circle,black,0.8,1
NS46N,1,circle,black,0.8,1
NS46S,2,circle,black,0.8,1
NS46T,2,circle,black,0.8,1
NS46U,1,circle,black,0.8,1
NS46Y,1,circle,black,0.8,1
NS47W,2,circle,black,0.8,1
NS46X,1,circle,black,0.8,1
NS53D,1,circle,black,0.8,1
NS57B,1,circle,black,0.8,1
NS56B,1,circle,black,0.8,1
NS56D,2,circle,black,0.8,1
NS56E,1,circle,black,0.8,1
NS57A,1,circle,black,0.8,1
NS56H,3,circle,black,0.8,1
NS56I,4,circle,black,0.8,1
NS56K,2,circle,black,0.8,1
NS56L,2,circle,black,0.8,1
NS56M,3,circle,black,0.8,1
NS56N,4,circle,black,0.8,1
NS56P,4,circle,black,0.8,1
NS57K,2,circle,black,0.8,1
NS57M,1,circle,black,0.8,1
NS55R,1,circle,black,0.8,1
NS56R,1,circle,black,0.8,1
NS56S,4,circle,black,0.8,1
NS56T,3,circle,black,0.8,1
NS56U,3,circle,black,0.8,1
NS56Q,1,circle,black,0.8,1
NS55W,1,circle,black,0.8,1
NS55Y,3,circle,black,0.8,1
NS56W,3,circle,black,0.8,1
NS56X,3,circle,black,0.8,1
NS56Y,4,circle,black,0.8,1
NS56Z,1,circle,black,0.8,1
NS57V,1,circle,black,0.8,1
NS55Z,2,circle,black,0.8,1
NS65C,2,circle,black,0.8,1
NS65E,1,circle,black,0.8,1
NS66B,3,circle,black,0.8,1
NS66C,4,circle,black,0.8,1
NS66D,3,circle,black,0.8,1
NS66E,1,circle,black,0.8,1
NS67A,1,circle,black,0.8,1
NS65B,1,circle,black,0.8,1
NS66A,1,circle,black,0.8,1
NS65G,2,circle,black,0.8,1
